armed,age,gender,race,state,mentalillness
knife,53,F,W,FL,0
gun,,M,,AL,0
scissors,48,M,A,CA,1
knife,29,M,B,DC,0
gun,30,M,W,OR,1
gun,33,M,,AR,0
gun,61,M,W,FL,1
gun,35,M,,CA,0
gun,71,F,W,TX,0
knife,41,M,H,IL,0
gun,36,M,W,TX,0
undetermined,28,M,W,TN,0
gun,52,M,,MD,0
gun,21,M,B,FL,0
gun,,M,,FL,0
knife,31,M,,AZ,0
knife,46,M,W,FL,1
gun,32,M,W,PA,0
unarmed,33,M,W,MN,0
gun,42,M,W,OH,0
knife,17,M,B,IL,1
gun,35,M,W,GA,0
gun,23,M,H,TX,0
,21,M,B,TX,0
gun,44,M,B,MO,1
gun,53,M,W,TX,1
knife,63,M,B,NY,1
gun,18,M,W,NY,0
gun,51,M,B,CA,0
gun,64,M,W,KY,0
unknown weapon,45,M,W,IN,0
gun,20,M,H,CA,0
gun,41,M,W,TN,1
knife,23,M,W,PA,1
gun,32,M,B,IL,0
knife,25,M,W,WV,0
gun,42,M,W,OK,0
unarmed,41,M,W,MD,1
,31,M,H,CO,1
gun,50,M,H,MO,1
toy weapon,38,M,H,NM,0
knife,44,M,W,GA,1
unarmed,38,M,B,AZ,0
gun,21,M,B,MO,0
knife,32,M,W,CA,0
unarmed,23,M,B,TN,0
air conditioner,41,M,W,MN,0
gun,41,M,O,CA,0
gun,38,M,H,NJ,0
gun,54,M,W,FL,1
gun,20,M,N,MN,0
knife,26,M,W,VA,1
,29,M,O,HI,0
gun,47,M,W,TX,0
screwdriver,28,M,B,NY,0
gun,48,M,W,CA,0
gun,34,M,B,IL,0
knife,37,F,A,CA,1
knife,33,M,W,WA,0
gun,36,M,W,GA,0
pole and knife,43,M,W,KY,0
gun and knife,32,M,A,VA,0
gun,29,M,W,TN,1
gun,39,M,H,CA,0
metal pipe,40,M,W,OK,0
unarmed,21,F,W,TX,0
hatchet,50,M,W,CA,0
gun,19,M,B,IN,0
gun,28,M,N,ND,0
knife,16,M,H,CA,0
gun,49,M,W,VA,1
gun,44,M,H,TX,0
knife,25,M,W,MO,1
gun,39,M,W,FL,1
gun,44,M,B,MS,0
knife,50,M,W,NV,1
gun,57,M,W,ME,0
gun,57,M,B,PA,0
gun,33,M,H,CA,0
knife,21,M,H,CA,0
gun,52,M,W,GA,0
unarmed,27,M,W,IL,1
gun,60,M,W,DE,1
knife,25,M,B,LA,1
gun,34,M,H,CA,0
unarmed,22,M,W,MO,0
gun,26,M,B,LA,0
gun,27,M,H,CA,0
knife,29,M,H,NM,1
unarmed,30,M,W,MI,1
gun,32,M,H,ID,0
gun,18,M,H,PA,0
,37,M,W,AL,1
gun,54,M,B,MS,0
gun,50,M,W,WI,1
gun,28,M,H,NC,0
gun,59,M,W,MD,1
gun,24,M,B,GA,0
metal pipe,34,M,W,OH,0
gun,25,M,H,CA,1
gun,25,M,H,TX,0
gun,17,M,B,WA,0
toy weapon,48,M,W,WI,1
gun,45,M,W,AZ,0
Taser,53,M,,CT,1
unarmed,18,M,H,CA,0
gun,50,M,B,OK,0
knife,36,M,W,WA,1
gun and knife,45,M,H,CA,1
beer bottle,42,M,W,CA,0
knife,,M,B,CA,1
,23,M,B,TX,0
,31,M,B,CA,0
toy weapon,26,M,W,WI,0
gun,57,M,W,FL,0
gun,18,M,H,TX,0
gun,27,M,H,CA,0
gun,41,M,A,TX,0
gun,33,M,W,NC,0
gun,22,M,B,NC,0
gun,38,M,W,WV,0
,26,M,H,IL,0
gun,45,M,W,TX,0
gun,68,M,B,MO,0
gun,56,M,W,FL,1
unarmed,23,M,H,GA,0
unarmed,45,M,B,CA,1
gun,41,M,B,OH,1
,33,M,H,CO,0
toy weapon,22,M,B,FL,0
gun,50,M,B,CO,1
knife,52,M,H,CA,1
gun,35,M,W,TN,1
gun,18,M,B,MD,0
gun,34,M,W,OH,0
,51,M,W,KY,0
piece of wood,18,M,W,AL,0
gun,29,M,W,IN,0
knife,34,M,N,OK,0
unarmed,25,M,B,IL,0
toy weapon,17,M,B,OR,0
undetermined,,M,,NM,0
unarmed,26,M,W,OH,0
knife,33,M,H,WA,1
knife,25,M,W,WA,0
gun,31,M,B,TN,0
,25,M,W,ME,0
unarmed,18,F,W,ME,0
gun,45,M,W,OK,0
gun,25,M,B,NC,0
gun,23,M,B,NJ,0
knife,55,F,W,IL,1
gun,37,M,W,SC,0
,33,M,A,HI,0
gun,27,M,B,MO,0
metal stick,32,M,W,KY,1
,,M,,TX,0
gun,31,M,B,NC,0
knife,26,M,H,CA,1
,32,M,W,TN,0
gun,53,M,W,AZ,0
unarmed,19,M,B,MI,0
knife,53,M,W,OH,1
,35,M,W,IN,0
gun,64,M,W,IN,0
gun,24,M,B,NC,0
knife,33,M,W,MO,0
unknown weapon,55,M,H,CA,0
gun,17,M,B,NY,0
gun,48,M,H,TX,0
gun,21,M,B,CA,0
gun,22,M,W,CA,0
unarmed,30,M,W,TX,1
knife,34,M,W,OK,1
gun,35,M,B,AK,0
gun,32,M,W,CA,0
toy weapon,22,M,B,ME,1
gun,46,M,B,NC,0
knife,27,M,B,OH,0
toy weapon,18,M,H,NY,0
gun,33,M,W,AR,0
gun,26,M,H,AZ,0
unarmed,27,M,W,MO,0
knife,26,M,W,FL,1
gun,51,M,W,OR,1
gun,63,M,B,MO,0
gun,38,M,H,UT,0
gun,25,M,H,UT,0
gun,39,M,H,CO,0
knife,41,M,B,TX,0
knife,26,M,W,WV,1
knife,30,F,B,TX,1
gun,33,M,H,KS,0
gun,54,M,,OK,0
gun,38,M,W,OH,0
gun,24,M,H,NV,0
gun,47,M,B,DC,0
gun,62,M,W,PA,0
gun,30,M,W,KY,1
gun,33,F,W,TX,0
toy weapon,23,M,B,CA,1
gun,39,M,W,GA,0
knife,41,M,W,FL,0
,46,F,W,CA,0
gun,36,M,W,UT,1
gun,66,M,W,FL,0
gun,27,M,W,NC,1
gun,40,M,W,WI,0
gun,25,M,B,TX,0
gun,20,M,B,FL,0
gun,43,M,H,LA,1
knife,40,M,B,TX,0
gun,33,M,W,WI,1
baseball bat,34,M,H,CA,0
toy weapon,27,M,H,AZ,0
gun,25,M,H,NV,0
knife,37,M,H,NJ,1
gun,32,M,W,CO,1
toy weapon,25,M,N,CA,0
,38,M,W,OK,0
gun,50,M,W,SC,1
metal object,26,M,W,CA,0
pipe,70,M,H,CA,0
unarmed,38,M,W,OH,0
sharp object,41,M,B,CA,1
gun,91,M,W,PA,0
knife,,M,,CA,0
gun,25,M,W,NC,1
baseball bat and bottle,29,M,W,CA,1
knife,24,M,H,CA,1
gun,40,M,W,CA,1
gun,51,M,W,TX,0
gun,30,M,B,LA,0
knife,28,M,H,WA,0
knife,33,M,H,CA,1
,23,M,B,OH,0
knife,23,M,W,CA,1
,20,M,B,MD,0
unarmed,56,M,W,NJ,1
,36,M,W,WA,0
gun,18,M,W,CO,0
gun,43,M,W,FL,0
unarmed,16,F,H,CA,0
gun,29,M,B,MN,0
,25,M,W,AZ,0
gun,34,M,B,MI,0
gun,32,M,B,WI,0
gun,58,M,W,FL,1
,36,M,B,TN,1
gun,32,M,B,NC,0
knife,25,M,W,ME,0
toy weapon,59,F,W,TN,1
knife,25,M,B,CA,1
gun,25,M,W,KS,0
gun,42,M,W,ID,0
,36,M,W,GA,0
gun,59,M,W,MO,0
unarmed,21,F,B,FL,0
gun,19,M,W,FL,0
gun,45,M,H,FL,1
knife,,M,,CA,0
knife,42,M,W,KY,0
gun,27,M,B,LA,0
gun,45,M,A,WI,0
machete,51,M,B,WA,1
knife,42,M,B,AR,0
knife,24,M,H,AZ,0
knife,39,M,B,MD,1
gun,18,M,W,CA,0
gun,26,M,H,TX,0
gun,35,M,H,CA,0
gun,53,M,W,CA,0
gun,54,M,W,AR,0
gun,36,M,W,AK,0
unarmed,56,M,W,FL,1
gun,51,M,W,TN,0
gun,45,M,W,MS,0
knife,28,M,W,MD,0
gun,36,M,W,IN,0
gun,73,M,W,MI,0
gun,26,M,W,TN,0
gun,41,M,W,IL,0
gun,59,M,W,OK,0
undetermined,28,M,B,DE,0
gun,45,M,W,KY,0
,27,M,W,TX,0
,46,M,W,NJ,0
gun,34,M,B,FL,0
knife,30,M,A,LA,0
gun,46,M,H,SC,1
unarmed,47,M,H,CA,0
,32,M,H,TX,0
gun,65,M,W,CA,0
gun,19,M,H,IN,0
,22,M,W,AR,0
toy weapon,39,M,B,OH,1
gun,38,M,W,OH,1
gun,68,M,W,FL,0
gun,49,M,B,FL,0
gun,37,M,B,NJ,0
gun,33,M,A,SD,0
knife,25,M,W,WI,0
knife,36,M,H,CA,0
gun,36,M,,CA,0
gun,30,M,W,OH,0
gun,39,M,B,TX,0
gun,28,M,B,CA,0
,28,M,W,AZ,0
gun,25,M,W,KS,0
gun,57,M,W,CT,0
gun,33,M,W,WA,1
knife,24,M,N,ND,0
gun,,M,,NJ,1
gun,33,M,B,AR,0
knife,56,M,W,CA,0
gun,56,M,W,OH,1
unarmed,16,M,H,CA,0
gun,47,M,W,MN,0
,33,M,W,TN,0
,32,M,W,WV,0
gun,21,M,B,DE,0
gun,64,M,W,OK,1
gun,19,M,B,WA,0
gun,26,M,H,SC,0
,25,M,H,AZ,0
unarmed,17,F,W,AZ,0
knife,55,M,H,TX,0
gun,25,M,W,OR,1
hatchet and gun,43,M,A,CA,0
,39,M,B,IN,1
knife,24,M,W,OH,1
gun,70,M,W,AZ,0
gun,79,M,W,PA,1
gun,16,M,B,TX,0
unarmed,35,M,W,OR,0
gun,15,M,B,TX,0
gun,23,M,B,NJ,0
gun,53,M,H,TX,1
,20,M,H,CA,0
knife,27,M,B,GA,0
gun,53,M,W,PA,1
,32,M,W,OH,0
Taser,57,M,B,FL,0
gun,26,M,B,DE,0
gun,53,M,W,SD,1
gun,32,M,B,GA,0
gun,25,M,H,CA,0
unarmed,15,M,B,TX,0
crossbow,59,M,W,HI,0
gun,35,M,B,VA,0
,33,M,H,NM,0
gun,32,M,W,OK,1
gun,49,M,W,CA,0
gun,46,M,B,MI,0
gun,25,M,W,TX,0
gun,20,M,H,TX,1
knife,48,M,B,TX,0
knife,,M,,CA,1
gun,24,M,W,CA,1
gun,18,M,B,MI,0
gun,67,M,W,GA,1
knife,26,M,W,CA,0
gun,54,F,H,TX,1
toy weapon,15,M,W,CA,1
undetermined,27,M,B,AL,0
gun,26,M,H,NY,0
ax,62,M,W,NV,1
gun,24,M,B,TX,0
rock,32,M,B,CA,1
gun,29,M,W,CA,0
,16,M,H,CT,0
gun,25,M,B,FL,1
gun,40,M,W,CO,0
unarmed,39,M,W,SC,0
gun,34,M,W,OH,0
toy weapon,36,M,W,MI,1
knife,24,M,B,OR,1
gun,50,F,B,MO,0
,50,M,W,CA,0
gun,,M,H,TX,0
gun,30,M,W,MT,1
unarmed,35,M,W,AL,0
gun,46,M,W,FL,0
knife,51,M,B,PA,0
gun,37,M,W,WI,0
gun,41,M,B,MO,0
gun,41,M,H,AZ,0
gun,48,M,W,VA,1
gun,27,F,B,AZ,0
gun,29,M,B,VA,0
gun,47,M,W,TN,1
undetermined,,M,,CA,0
knife,34,M,H,CA,1
crossbow,48,M,W,OK,0
gun,41,F,W,DC,0
knife,25,M,B,AZ,0
gun,24,M,H,CA,1
gun,38,M,W,MT,0
,28,M,W,VA,0
fireworks,47,M,W,PA,1
gun,65,M,W,ME,0
toy weapon,58,M,W,CA,1
gun,33,M,B,WI,0
gun,43,M,W,PA,0
unarmed,24,M,B,LA,0
unarmed,37,M,H,FL,0
knife,31,M,W,ID,0
gun,65,M,W,NV,0
gun,59,M,W,CA,0
gun,74,M,W,TN,0
gun,21,M,H,AZ,0
unarmed,24,M,W,OH,1
gun,,M,H,CA,0
gun,23,M,W,AK,0
unarmed,59,M,H,NM,0
gun,33,M,W,MO,1
toy weapon,34,M,W,AZ,1
,30,M,W,TN,0
gun,30,M,,GA,0
gun,,M,,FL,0
gun,22,M,B,NC,0
ax,35,M,,CA,1
gun,37,M,W,ME,0
,20,M,H,CA,0
gun,62,M,,WV,1
gun,18,M,H,UT,0
,24,M,W,CA,0
gun,17,M,W,CO,0
gun,27,M,H,NV,1
,51,M,W,FL,0
gun,29,M,B,AL,0
unarmed,34,M,B,MS,0
gun,18,M,A,OK,0
gun,17,M,B,IL,0
gun,55,M,H,TX,0
gun,44,M,W,AZ,0
gun,27,M,W,FL,0
gun,66,M,W,CA,1
gun,45,M,W,KY,0
gun,47,M,B,FL,0
gun,34,M,W,FL,0
gun,37,M,B,TX,0
gun,54,M,W,ME,0
gun,50,M,,WA,0
gun,21,M,H,CA,0
gun,21,M,W,MO,0
gun,35,M,W,MD,0
gun,75,M,W,NC,1
gun,33,F,W,CA,0
gun,45,M,H,CA,0
gun,48,M,W,CO,0
gun,58,M,W,OK,1
unarmed,30,M,B,PA,0
gun,44,M,H,IL,0
gun,82,M,W,FL,1
knife,29,M,B,OK,1
knife,25,M,O,WA,0
gun,53,M,W,IA,0
knife,60,M,W,TX,1
,19,M,B,WI,0
gun,63,M,H,TX,0
gun,50,M,W,KY,0
gun,35,M,W,LA,0
knife,45,M,H,CA,0
gun,24,M,W,IL,0
gun,36,M,W,NH,0
gun,35,M,B,LA,0
gun,33,M,B,MO,0
gun,66,M,W,VA,0
knife,54,M,W,TN,1
pen,20,M,A,WA,0
gun,40,M,W,NH,0
gun,41,M,W,MS,0
gun,30,M,H,CA,0
machete,32,M,H,CA,1
unarmed,24,F,W,MS,0
gun,37,M,W,CA,0
,28,F,H,CA,0
gun,48,M,W,SD,0
knife,30,F,B,WA,1
gun,64,M,W,WI,1
gun,21,M,N,AK,1
gun,28,M,W,TX,0
toy weapon,36,M,H,CA,0
gun,40,M,W,TN,0
gun,32,M,W,OH,1
gun,50,M,W,KS,1
knife,28,M,H,NV,0
undetermined,33,M,W,MO,0
knife,37,M,H,OK,0
unarmed,17,M,H,CA,0
gun,20,M,H,CA,0
,34,M,H,AZ,0
gun,37,M,W,OR,1
,24,M,W,AL,0
gun,47,M,W,OK,0
,20,M,B,WA,0
gun,56,M,B,SC,0
gun,24,M,B,OK,0
gun,47,M,W,AZ,0
gun,56,M,,NV,0
gun,36,M,H,NM,1
gun,35,M,H,TX,0
gun,,M,,CA,1
screwdriver,37,M,B,TN,0
unarmed,45,M,B,IN,0
toy weapon,41,M,H,CA,0
,23,M,B,GA,0
Taser,37,M,H,FL,0
gun,,F,,CO,0
unarmed,23,M,W,CO,0
gun,33,M,H,CO,0
gun,23,M,H,AZ,0
gun,37,M,B,IL,0
knife,19,M,A,CO,1
gun,39,M,W,VA,1
gun,53,M,W,WA,0
gun,51,M,W,IN,1
gun,25,M,W,OR,0
gun,45,M,W,GA,0
gun,,M,,CO,0
gun,28,M,H,NM,0
knife,36,M,B,OH,0
,32,M,H,UT,1
gun,39,M,W,IL,1
gun,46,M,W,WA,0
gun,53,M,N,CO,0
gun,42,M,B,CA,0
gun,34,M,B,NY,0
gun,29,F,W,IA,0
chainsaw,53,M,W,IL,0
gun,45,M,W,OK,0
unarmed,24,M,H,CA,0
gun,51,M,W,ME,0
undetermined,35,M,H,FL,0
unarmed,27,M,B,LA,0
unarmed,33,M,B,GA,1
undetermined,16,M,W,AL,0
gun,30,M,B,OH,0
knife,22,M,A,WA,1
knife,23,M,B,FL,1
gun,50,F,W,NC,0
gun,28,M,W,OH,0
gun,34,M,W,WA,0
gun,24,M,H,IL,0
gun,54,M,B,OH,0
,26,M,W,MD,0
gun,39,M,W,MN,0
gun,34,M,W,WI,1
knife,27,M,W,NV,1
gun,48,M,W,MO,0
knife,47,M,B,KS,0
gun,54,M,W,AZ,0
gun,33,M,N,OK,0
undetermined,40,M,W,SC,1
blunt object,58,M,W,CA,0
gun,55,M,W,AZ,0
knife,47,M,W,FL,1
knife,42,M,H,AZ,0
gun,29,M,H,CA,0
unarmed,40,F,W,MN,0
gun,23,M,B,CA,1
gun,23,M,W,TX,0
gun,25,F,B,VA,0
gun,52,M,H,NM,0
gun,43,M,W,VA,0
gun,37,M,H,TX,0
gun,32,M,W,AL,1
gun,70,M,W,OR,1
gun,36,M,,AZ,0
gun,24,M,W,CA,0
knife,24,M,H,NM,1
unarmed,38,M,O,MI,0
gun,52,M,W,MO,0
gun,27,M,B,MO,0
knife,22,M,H,CA,0
gun,42,M,H,TX,0
gun,70,M,,AZ,0
toy weapon,49,M,W,MA,0
gun,59,M,W,WI,1
gun,41,M,H,MS,0
knife,34,M,W,CA,0
gun,31,M,W,MO,1
ax,23,M,W,VA,1
gun,28,M,W,FL,0
gun,33,M,H,AZ,1
toy weapon,16,M,B,AR,0
gun,35,M,W,AZ,0
gun,26,M,W,TX,0
knife,62,F,W,FL,1
,25,M,B,OH,0
blunt object,25,M,H,CA,0
knife,31,M,W,WA,0
knife,35,M,H,CA,0
gun,46,M,W,CA,0
gun,39,M,B,LA,0
gun,26,M,W,CA,0
,37,M,H,NM,0
knife,32,M,W,NY,1
gun,31,M,B,MO,0
gun,48,M,W,ID,0
gun,29,M,B,CA,0
knife,32,M,B,NY,1
unarmed,28,M,B,WI,0
gun,43,M,W,NM,0
gun,39,M,H,CA,1
,37,M,B,TX,0
gun,39,M,W,CA,0
knife,42,M,W,NC,0
gun,33,M,H,CA,0
gun,25,M,H,NV,1
gun,29,M,B,LA,1
machete,45,M,H,CA,0
gun,27,M,B,GA,0
,28,M,W,WV,0
gun,57,M,W,OH,0
gun,15,M,B,IN,0
gun,33,M,W,SC,1
gun,35,M,W,NV,0
gun,47,M,B,CA,0
toy weapon,31,M,W,MS,1
gun,36,F,W,MI,0
gun,54,M,W,PA,0
gun,24,M,W,OH,0
knife,35,M,H,CA,1
knife,32,M,W,TN,0
gun,28,M,B,MO,0
knife,45,M,H,NJ,0
knife,29,M,H,KS,0
unarmed,36,M,W,MO,0
gun,23,M,W,KS,1
gun,17,M,B,IL,0
,20,M,B,WA,0
gun,33,M,W,IN,0
gun,49,M,W,CA,0
gun,,M,,TX,0
gun,31,M,B,PA,1
knife,35,M,H,WA,0
gun,24,M,W,GA,0
gun,54,M,W,WI,0
machete,41,M,W,TN,0
knife,50,M,B,UT,0
sword,46,M,B,WA,1
toy weapon,45,M,W,CO,0
gun,20,M,W,FL,0
undetermined,37,M,B,GA,0
gun,34,M,B,CA,0
gun,54,M,W,CA,1
undetermined,65,M,W,AL,0
knife,28,M,H,AZ,1
knife,60,M,,NJ,0
gun,26,M,W,PA,0
gun,25,M,B,FL,0
Taser,32,M,W,AL,0
gun,44,M,W,AR,0
gun,32,M,B,NJ,0
undetermined,,M,,CA,0
toy weapon,42,M,W,NC,0
gun,66,M,W,CO,0
knife,22,M,W,WI,1
gun,51,M,B,OH,0
gun,64,M,W,WI,0
knife,30,F,B,MO,0
,71,M,H,NM,0
knife,30,M,W,CA,0
gun,48,M,W,CA,0
gun,56,M,W,CA,1
gun,26,F,W,KS,1
gun,28,M,W,MI,1
gun,19,M,H,CA,0
gun,24,M,B,NJ,0
gun,44,M,W,FL,0
gun,28,F,W,FL,1
unarmed,47,M,B,GA,0
gun,18,M,B,AR,0
gun,26,M,H,NM,0
gun,33,M,W,OH,0
knife,34,M,W,KY,0
gun,62,M,W,CT,0
undetermined,24,M,B,KS,1
baseball bat,55,M,B,IN,1
gun,68,M,,AL,0
gun,22,M,W,LA,0
gun,46,F,W,TX,1
unarmed,27,M,B,FL,0
gun,32,M,N,CA,0
gun,22,M,H,CA,0
gun,54,F,W,FL,0
toy weapon,32,M,W,VT,1
unknown weapon,45,M,W,WI,0
knife,36,M,W,MA,1
gun,,M,,CA,0
gun,37,M,B,WI,0
gun,47,M,W,WA,0
unarmed,30,M,W,OH,1
,31,M,B,SC,0
knife,44,M,W,OH,0
chair,52,M,W,GA,0
,,F,,TX,0
gun,67,M,,TN,0
knife,16,M,W,FL,0
gun,29,M,H,NC,0
unarmed,42,M,W,CA,0
knife,31,M,B,NY,1
gun,41,M,B,CA,0
gun,45,M,W,TX,0
undetermined,50,M,W,MO,1
gun,26,M,B,CA,0
gun,22,M,H,AZ,0
gun,76,M,W,NC,0
gun,58,M,H,WA,0
gun,32,M,W,TX,0
,19,M,H,IL,0
unknown weapon,25,M,N,MT,0
gun,48,M,W,TN,0
toy weapon,39,M,H,CA,0
gun,31,M,H,AZ,0
knife,50,M,W,WV,0
crowbar,15,M,H,VA,0
,48,M,W,FL,1
unarmed,32,M,H,CA,0
knife,21,,W,GA,1
gun,37,M,W,WA,1
gun,21,M,B,WV,0
knife,40,M,H,CA,0
gun,33,M,W,AL,1
gun and knife,25,M,W,NC,0
gun,55,M,W,VA,1
undetermined,53,M,W,LA,0
gun,,M,,TX,1
knife,27,M,W,CA,1
pipe,35,M,H,OK,0
gun,25,M,B,IL,1
gun,31,M,B,AL,1
gun,70,M,W,OK,0
knife,40,M,W,WA,1
undetermined,25,M,O,CO,0
,38,M,H,TX,0
gun and knife,26,M,H,CA,0
gun,27,M,O,CA,1
undetermined,,M,W,CO,0
gun,28,M,W,AZ,1
gun,40,M,W,MS,0
,44,M,W,FL,1
gun,39,M,B,CA,0
gun,24,M,W,IN,0
gun,32,M,B,FL,0
Taser,31,M,W,NV,1
gun,50,M,W,TN,0
gun,31,M,W,OR,0
gun,50,M,W,ID,0
gun,45,M,B,CA,0
gun,44,M,W,FL,0
gun,48,M,W,GA,1
baton,39,M,W,UT,0
gun,30,M,N,KS,0
gun,44,M,W,IN,0
gun,28,M,B,FL,0
,24,M,H,FL,0
gun,27,M,B,IA,0
knife,34,M,W,PA,1
unarmed,41,M,W,AK,0
gun,26,M,W,CO,0
gun and sword,38,M,W,MO,1
gun,33,M,W,NC,1
gun,22,M,W,LA,0
pipe,40,M,W,MO,0
,34,M,W,WA,1
gun,48,F,B,NY,0
gun,37,M,B,GA,0
gun,67,M,W,AZ,0
unarmed,35,M,W,GA,0
knife,29,M,H,KS,1
gun,28,M,A,MN,0
gun,40,M,W,AL,0
knife,31,M,H,TX,0
gun,51,M,W,CO,0
gun,47,M,W,PA,1
gun,52,M,H,FL,0
,28,M,H,CA,0
knife,35,M,H,FL,1
gun,25,M,W,WV,1
machete,,M,H,VA,0
gun,34,F,H,AZ,1
knife,58,M,H,CA,0
gun,24,M,B,KY,0
,22,F,B,FL,0
gun,46,M,W,AZ,0
gun,55,M,,WA,1
,61,M,W,MS,0
gun,43,M,W,AZ,0
unarmed,44,M,H,CO,0
gun,35,M,B,AL,1
gun,29,M,W,AZ,1
gun,57,M,W,KY,0
gun,42,M,B,VA,0
undetermined,44,M,H,CA,0
gun,25,M,,CA,0
gun,20,M,B,MD,0
gun,32,M,W,SC,0
gun,34,M,H,AZ,0
gun,18,M,H,CA,0
gun,31,M,W,TX,0
,24,M,B,VA,0
gun,35,M,W,AZ,0
gun,34,M,W,FL,1
gun,26,M,W,NC,0
unarmed,55,M,B,TX,0
gun,38,M,W,AL,0
gun,23,M,B,OH,1
knife,54,M,,TX,0
knife,30,M,W,OK,0
hammer,44,M,H,CA,0
gun,37,M,W,OH,0
unarmed,27,M,H,CA,0
gun,43,M,N,NV,0
gun,25,F,W,MO,0
unarmed,30,M,N,WI,0
gun,35,M,H,CA,0
gun,31,F,W,KY,1
undetermined,35,M,N,ND,0
unarmed,37,M,W,PA,0
gun,25,M,W,CT,0
screwdriver,34,M,H,TX,0
gun,33,M,B,FL,0
gun,33,M,B,OH,0
gun,32,M,W,AL,0
,46,M,,PA,0
gun,34,M,W,NY,0
machete,46,M,B,FL,1
gun and car,40,M,H,CO,0
gun,27,M,N,WI,0
knife,17,M,H,OR,0
gun,46,M,B,MS,0
gun,50,M,W,CO,0
knife,41,M,W,IN,0
,23,M,B,PA,0
gun,33,M,N,WA,0
knife,25,M,H,CA,0
undetermined,27,M,B,CA,0
gun,39,M,W,TN,0
gun,22,M,B,TX,0
ax,37,F,W,NM,1
gun,27,M,H,AL,0
,28,M,W,KY,0
pitchfork,56,M,W,CA,1
gun,71,M,W,FL,1
gun,,M,,MI,0
gun and car,53,M,W,FL,0
machete,43,M,,TX,0
gun,44,M,,AR,0
gun and car,39,M,W,AL,0
knife,56,M,A,AR,0
gun,24,M,B,MS,0
gun,35,M,W,CO,0
gun,30,M,N,MT,0
gun,31,M,W,IN,1
gun,20,M,B,CA,0
gun,35,M,W,MS,0
,31,F,H,NM,0
,49,M,B,IL,0
knife,54,F,W,VA,1
gun,48,M,W,CA,0
gun,32,F,W,GA,1
gun,35,M,B,NV,0
gun,30,M,W,GA,0
gun,32,M,W,TN,0
gun,31,M,W,VA,0
knife,14,M,N,WI,0
gun,25,M,B,NC,0
,32,M,W,RI,0
gun,35,M,W,MS,1
gun,27,M,W,KY,0
unarmed,23,F,W,KY,0
gun,55,M,W,LA,1
knife,43,M,B,AZ,0
gun,62,M,W,MN,1
gun,25,M,B,CO,0
,,M,B,MS,0
gun,50,M,W,NM,0
gun,19,M,W,IA,1
gun,41,M,B,NV,0
gun,55,M,W,LA,0
,19,M,H,MA,0
knife,67,M,B,NY,1
unarmed,24,M,B,LA,0
gun,44,M,W,CA,1
gun,23,M,,AZ,0
knife,51,M,,CA,0
unarmed,29,M,A,OK,1
gun,48,M,W,AK,0
gun,22,M,H,CA,0
knife,,M,B,MS,0
gun,59,M,W,NY,1
gun,68,M,B,TX,0
unarmed,25,M,W,NM,0
unarmed,23,M,H,NM,0
gun,46,M,B,LA,0
unarmed,25,M,W,VA,0
gun,30,M,W,WV,0
unarmed,56,M,B,AL,0
,24,M,N,MT,0
,18,M,W,KY,0
gun,34,M,,CA,0
gun,27,M,W,SC,0
gun,26,M,W,IA,0
knife,15,M,W,MS,0
gun,26,M,H,OR,0
gun,32,M,W,MO,1
gun,17,M,B,MO,0
gun,32,M,B,AL,0
knife,43,M,W,MI,1
gun,26,M,W,TX,1
unknown weapon,51,M,W,AZ,0
gun,39,M,H,NM,0
gun,43,M,H,CA,0
gun,31,M,W,AL,0
knife,22,M,H,CA,0
gun,26,M,,WA,0
gun,40,M,H,CA,1
,64,M,W,MI,0
gun,30,M,W,NV,0
gun,59,M,W,WA,0
undetermined,,M,,AZ,0
gun,24,M,B,IL,0
gun,32,M,B,NC,0
gun,37,M,H,CA,0
knife,33,M,W,SC,0
unarmed,42,M,B,CA,0
knife,37,M,H,CA,1
gun,33,M,W,CO,0
sword,62,M,W,TX,0
gun,46,M,W,GA,0
machete,69,M,H,NY,0
gun,24,M,B,VA,0
unarmed,42,M,B,FL,1
gun,71,M,,FL,1
gun,49,M,W,WY,0
gun,35,M,W,WI,0
undetermined,19,M,N,CO,0
gun,40,M,W,PA,0
,34,M,B,AZ,0
gun,22,M,A,CA,0
gun,16,M,W,DE,0
gun,69,M,W,AR,0
knife,24,M,W,CA,0
Taser,28,M,N,OK,0
knife,26,M,,AL,0
knife,48,M,,CA,0
gun,,M,,WA,0
unknown weapon,51,M,W,MT,0
undetermined,50,F,,GA,1
vehicle,,M,,CO,0
unknown weapon,,M,,AL,0
,20,M,B,CT,0
gun,34,M,W,TN,0
gun,57,M,,VA,0
gun,,M,,NY,0
,30,M,,DE,0
unarmed,27,M,B,FL,0
unknown weapon,,M,,TN,0
gun,52,M,,WA,0
shovel,52,M,,WV,0
hatchet,48,M,B,MI,0
knife,56,M,,AR,1
knife,24,M,,TX,0
gun,,M,,WA,0
toy weapon,33,M,W,OH,1
gun,56,M,,AK,0
unarmed,35,M,,NM,0
gun,,M,,CA,0
unarmed,6,M,W,TX,0
pipe,30,F,,TX,0
gun,26,M,H,CO,1
gun,51,M,,PA,0
gun,40,M,W,MN,0
gun,62,M,,ID,0
metal object,32,M,,CA,0
undetermined,26,M,,NH,0
machete,46,M,H,TX,0
gun,20,M,W,AK,1
knife,25,M,,AZ,0
gun,,M,,OK,0
gun,28,M,,WA,0
gun,44,M,,OR,0
