armed,age,gender,race,state,mentalillness
gun,23,M,B,WI,0
gun,50,F,B,NJ,0
gun,47,M,B,NJ,0
gun,66,M,W,AL,1
hatchet,55,M,W,NY,1
gun,68,M,W,PA,1
unarmed,31,M,W,TX,0
gun,24,M,B,MO,0
knife,30,M,W,OK,0
gun,34,M,B,CA,0
gun,23,M,W,AL,1
toy weapon,43,M,W,WA,0
knife,22,M,B,FL,0
knife,43,M,,CA,1
gun and car,22,M,B,FL,0
gun,42,M,W,AZ,0
gun,65,M,B,MI,0
knife,18,M,H,WA,0
gun,23,M,W,WI,0
gun,52,M,A,MN,0
gun,40,M,O,OH,1
gun,27,M,H,TX,0
gun,34,M,O,HI,0
gun,25,M,H,CA,0
undetermined,28,M,H,CA,0
gun,,M,W,NC,0
gun,27,M,W,FL,0
gun,41,M,W,MT,0
gun,63,M,,TX,0
knife,27,M,O,HI,0
gun,29,M,,OK,0
knife,38,M,W,TN,0
knife,29,M,W,CA,1
unknown weapon,47,M,W,CO,1
gun,28,M,B,NC,0
gun,38,M,W,FL,0
gun,21,M,B,NY,0
gun,44,M,W,IN,0
gun,61,M,B,NC,0
Taser,25,M,B,AZ,0
gun,40,M,W,UT,0
shovel,26,M,W,GA,0
knife,57,M,W,NY,0
gun,57,M,W,IN,1
gun,24,M,B,PA,0
gun,34,M,,CA,0
unknown weapon,46,M,B,MS,0
gun and vehicle,38,M,H,AZ,0
gun,24,M,W,AR,1
gun,34,M,H,TX,0
gun,65,M,W,FL,1
gun,60,M,B,OK,0
gun,56,M,,MO,0
gun,59,F,W,FL,1
vehicle,23,M,B,GA,0
unknown weapon,35,M,B,TN,0
gun,35,M,H,FL,1
gun and knife,16,M,H,ME,0
gun,,M,W,MD,1
undetermined,42,M,W,UT,0
Taser,43,M,W,VA,0
gun,52,M,W,TX,0
unknown weapon,31,M,W,TN,0
unknown weapon,27,M,H,CA,0
knife,31,M,W,OH,1
knife,34,M,W,CA,0
gun,76,M,,MS,1
gun,29,M,W,SD,1
chain,34,M,W,AK,0
knife,,M,H,CA,0
gun,18,M,B,TX,0
vehicle,51,F,W,KS,0
vehicle,25,M,W,MO,0
knife,28,M,W,AZ,0
vehicle,37,M,B,MO,0
gun,,M,B,AR,0
gun,23,M,B,WA,0
gun,57,M,B,NE,0
gun,49,M,W,WV,0
gun,24,M,W,VA,0
gun,29,M,,OR,1
knife,20,M,O,CO,0
toy weapon,25,M,W,CA,1
gun,26,M,W,MO,0
gun,69,M,,OR,1
vehicle,26,M,B,NV,0
gun,41,M,W,CA,0
gun,31,M,H,IL,0
knife,30,M,H,CT,0
knife,25,M,B,IL,0
gun,57,M,W,AL,0
gun,17,M,B,FL,0
knife,27,M,B,DE,1
gun,30,M,H,TX,0
gun,18,M,B,NV,1
knife,50,M,W,OK,0
gun,21,M,W,NC,0
gun,28,M,H,AZ,0
gun,28,M,H,NM,0
gun,25,M,,CO,0
toy weapon,33,M,A,HI,0
gun,59,M,W,AK,0
gun,34,M,W,MO,0
gun,27,M,,CA,1
gun,37,M,B,NY,0
gun,30,M,W,ND,1
gun,41,M,,OH,0
gun,47,M,B,PA,1
hammer,34,M,W,AL,1
vehicle,24,M,H,CA,0
unarmed,25,M,A,WA,0
unknown weapon,,M,W,CO,0
gun,47,M,B,GA,0
knife,49,M,B,FL,0
toy weapon,31,M,H,CA,1
gun,47,M,W,MO,0
gun,52,M,W,CO,0
gun,29,M,B,IN,0
vehicle,45,M,W,TX,0
knife,51,M,H,FL,0
knife,55,M,B,FL,0
gun,35,M,W,MT,0
gun,50,M,W,NC,0
gun,31,M,W,FL,0
chair,47,M,B,GA,0
gun,35,M,W,WI,0
gun,66,M,W,NV,0
knife,19,M,B,CT,0
undetermined,19,M,B,GA,0
unknown weapon,43,M,W,FL,0
gun,57,M,W,CT,0
gun,31,M,H,CA,0
machete,41,M,W,AZ,0
gun,39,M,W,IN,0
gun,24,M,W,AR,0
gun,20,M,B,FL,0
gun,32,M,W,WI,0
gun,31,M,H,CA,0
meat cleaver,22,M,B,TX,1
knife,60,M,A,WA,0
knife,40,M,W,CO,0
gun,37,M,H,AZ,0
undetermined,34,M,W,OK,0
gun,22,M,B,GA,0
knife,30,M,W,TX,0
gun,26,M,W,AK,0
gun,29,M,B,FL,0
vehicle,32,M,B,GA,0
vehicle,32,M,B,NJ,0
gun,27,M,W,TX,0
gun,31,M,H,CA,0
gun,35,F,W,AL,1
gun,19,M,B,CO,0
gun,34,M,B,OH,0
vehicle,32,M,W,AZ,0
unarmed,43,M,B,MD,0
gun,22,M,B,SC,0
gun,43,M,W,MD,1
knife,27,M,W,AZ,1
gun,39,M,H,AZ,0
vehicle,37,M,W,KY,0
undetermined,20,M,B,NC,0
gun,34,M,W,NY,1
gun,32,M,W,AK,0
gun,41,M,,OH,0
gun,15,M,B,OH,0
toy weapon,52,M,B,NC,0
gun,29,M,,MO,0
vehicle,53,M,B,MS,0
gun,24,M,W,FL,0
gun,41,M,B,FL,0
gun,17,M,B,WI,0
vehicle and gun,44,M,W,ME,0
knife,63,M,,AZ,0
gun,56,M,B,UT,0
meat cleaver,23,M,B,TX,0
gun,32,M,W,OK,0
machete,26,M,B,CA,0
knife,41,M,W,CA,1
knife,56,M,W,NV,0
vehicle,33,M,H,KS,0
gun,37,M,W,FL,0
gun,41,M,W,MA,1
knife,38,M,W,OK,1
gun,32,M,,MO,0
gun,67,M,W,AL,0
gun,,M,,MO,0
gun,45,M,W,WA,0
knife,23,M,,FL,0
knife,48,M,W,MI,0
gun,31,M,B,IL,0
gun,47,M,W,GA,0
gun,40,M,B,AR,0
gun,40,M,W,LA,0
gun,34,M,W,AL,0
gun,51,M,N,VA,0
gun,33,M,W,MD,0
undetermined,42,M,,LA,0
scissors,25,M,N,ND,0
gun,41,M,W,UT,0
gun,19,M,H,TX,0
undetermined,37,M,,NV,0
gun,21,M,H,OR,0
gun,58,M,W,NC,0
gun,63,M,W,CO,1
knife,,M,H,CA,0
gun,58,M,W,NC,0
gun,16,M,A,AK,0
vehicle,31,M,W,MA,0
gun,33,M,A,CA,0
gun,40,M,H,FL,0
gun,34,M,W,IN,0
gun,29,M,W,TN,0
gun,27,M,N,AZ,0
gun,23,M,B,FL,0
gun,38,M,H,CA,0
gun,17,M,B,OH,0
gun,75,M,W,GA,0
gun,26,M,,GA,0
sharp object,40,M,H,CO,0
gun,,M,,MO,1
unarmed,,F,,AZ,0
gun,36,M,H,NM,0
gun,83,M,,NC,0
gun,27,M,W,WI,0
gun,28,M,W,NE,1
unarmed,20,M,W,TX,1
gun,56,M,,SC,0
gun,38,M,B,AL,0
gun,39,M,,LA,0
vehicle,19,M,,NY,0
knife,23,M,,ID,0
gun,16,M,W,TX,0
undetermined,,M,,CA,0
gun,56,M,,SC,0
undetermined,35,M,,MO,0
vehicle,30,M,B,FL,0
gun,30,M,H,CO,0
gun,30,M,W,OK,0
knife,54,M,,OH,0
unarmed,,M,,CA,0
gun,36,M,W,MN,1
knife,33,M,W,AZ,0
gun,39,M,H,FL,1
gun,22,M,H,WA,0
gun,49,M,B,WI,0
gun,45,M,H,TX,0
knife,45,M,W,NV,0
gun,30,M,W,CO,0
gun,30,M,H,CA,0
gun,,M,,CA,0
gun,,M,,TX,1
gun,31,M,W,NC,0
toy weapon,34,M,,LA,1
BB gun,73,M,W,TX,0
knife,49,M,,FL,0
gun,39,M,W,WA,0
unarmed,37,M,W,AR,0
gun,73,M,,NC,0
gun,,M,W,AL,0
knife,31,M,O,VA,0
gun,25,M,B,PA,0
gun,41,M,,AZ,1
gun,24,M,B,OH,0
unarmed,27,M,B,FL,0
knife,,M,W,OK,0
unarmed,32,M,W,CA,0
knife,33,M,,PA,0
vehicle,43,M,W,OH,0
gun,65,M,,AL,0
gun,84,M,W,AZ,0
knife,29,F,H,CA,0
unarmed,31,M,W,TX,0
gun,57,M,W,MN,0
unarmed,37,M,W,AK,0
gun,29,F,W,CA,0
screwdriver,47,M,H,TX,0
unarmed,44,M,H,CA,1
gun,38,M,W,FL,0
gun,32,F,W,AK,0
unarmed,26,F,B,KY,0
gun,21,M,W,MD,0
unarmed,47,M,B,MO,0
undetermined,30,M,H,OK,0
gun,62,M,W,PA,0
toy weapon,41,M,H,AZ,0
gun,50,M,A,TX,0
knife,,M,W,TN,0
vehicle,48,M,,FL,0
gun,31,M,H,NM,0
gun,30,M,W,KY,0
undetermined,32,M,W,OR,0
gun,30,M,,CA,0
gun,20,M,W,CO,0
gun,38,M,W,NC,0
knife,25,F,H,CA,0
gun,47,M,W,MT,0
gun,19,M,W,VA,0
gun,35,M,B,IA,0
machete,58,M,H,TX,0
gun,,M,,FL,1
gun,18,M,W,VA,0
undetermined,55,M,,AZ,0
vehicle,42,F,W,PA,0
gun,39,M,B,GA,0
gun,61,M,B,LA,0
gun,51,M,W,CO,0
knife,28,M,B,TX,0
unknown weapon,33,M,W,MO,0
knife,47,M,W,NY,1
gun,39,M,W,TN,0
unarmed,31,M,B,FL,0
gun,18,M,B,GA,0
gun,23,M,B,VA,0
undetermined,30,M,,CA,0
unknown weapon,28,M,,UT,0
toy weapon,55,M,,CA,0
pickaxe,46,M,H,TX,0
gun,50,M,W,CA,0
gun,34,M,W,NY,1
vehicle,32,F,W,WA,0
gun,45,M,W,NC,0
gun,31,M,H,TX,0
gun,19,M,W,NV,0
knife,53,M,W,AR,1
gun,55,F,W,FL,0
unarmed,32,M,W,NC,0
gun,51,M,,OR,0
gun,46,M,W,VA,1
gun,26,M,B,NY,0
gun,,M,,FL,0
gun,51,M,,OR,0
gun,49,M,,KY,0
gun,46,M,W,ID,0
gun,22,M,W,AZ,1
gun,38,M,B,MD,0
gun,44,M,W,KY,0
sword,37,M,H,CA,0
shovel,52,M,H,NM,1
gun,29,M,W,NC,0
gun and car,29,M,,VA,0
knife,,,,KY,0
gun and vehicle,19,M,W,MS,0
gun,66,M,B,LA,0
knife,40,M,W,OR,0
Taser,30,M,H,AZ,0
gun,69,M,W,TX,0
unarmed,27,M,H,CT,1
knife,,M,,WV,0
gun,59,M,,FL,0
unknown weapon,62,M,W,NH,0
knife,,M,W,OK,1
metal pipe,39,M,W,MA,0
gun,67,M,W,FL,0
gun,54,M,W,AL,0
vehicle,29,M,H,FL,0
gun and car,37,M,,WA,1
knife,33,M,B,TN,0
knife,31,M,W,AZ,1
vehicle,38,M,W,IA,0
gun,28,M,W,LA,0
gun,45,M,B,TX,0
gun,59,M,W,MD,1
gun,17,M,B,SC,0
gun,19,M,B,VA,0
Taser,36,M,W,TN,0
unarmed,39,M,W,CO,0
gun,,M,W,OR,0
unarmed,33,M,W,PA,0
machete,48,M,,WA,1
gun,31,M,B,PA,0
knife,29,F,W,FL,0
gun,51,M,W,IN,0
gun,,M,,OR,0
knife,35,M,W,CA,1
gun,56,M,,FL,0
screwdriver,,M,,MS,0
gun,36,M,H,CA,0
gun,31,M,W,ME,0
gun,33,M,,NC,0
gun,39,M,W,NE,0
gun,58,M,W,WI,0
gun,39,M,B,GA,1
gun and car,24,M,H,CA,0
vehicle,48,M,W,MT,0
gun,28,M,,MO,0
vehicle,31,M,B,TX,0
gun,,M,B,AL,1
knife,43,M,W,SC,0
baseball bat,33,M,B,CA,0
gun,37,M,,MO,0
gun,24,M,W,MN,1
gun,40,M,W,NV,0
gun,28,M,B,CO,0
gun,24,M,B,NV,0
sharp object,27,M,H,TX,1
gun,40,M,B,SC,0
gun,31,M,,CO,0
knife,,M,,CA,0
toy weapon,35,M,B,TX,0
gun,42,M,W,NJ,1
unarmed,34,M,,NV,0
unarmed,42,M,H,TX,0
gun,28,M,,NC,0
gun,24,M,W,CA,0
gun,53,M,,TX,0
gun,67,M,,GA,0
gun,59,M,W,ME,0
gun,61,M,W,GA,0
vehicle,48,M,,NJ,0
gun,26,M,A,MD,0
sharp object,27,M,,TX,1
gun,32,M,W,AZ,0
sharp object,50,M,W,WA,0
gun,38,M,H,NV,0
vehicle,29,M,W,CA,0
gun,27,M,B,IN,0
gun,,M,,CA,0
gun,43,M,W,KY,0
gun,21,M,B,CO,0
unarmed,36,M,W,CA,1
unarmed,24,M,B,WA,0
knife,,M,,FL,0
gun,32,M,B,AR,0
gun,26,M,B,WA,0
gun,54,M,W,FL,0
gun,44,M,W,NC,0
gun,69,M,W,IN,0
gun,45,M,W,FL,0
knife,26,M,H,CA,0
gun,43,M,W,TX,0
gun,38,M,W,KS,0
undetermined,28,M,,CO,0
knife,36,M,,CA,0
gun,21,M,B,OK,0
gun,23,M,B,MO,0
gun,56,F,W,CA,0
gun,33,M,W,MO,0
samurai sword,40,M,W,NV,1
knife,21,M,B,FL,0
Taser,20,M,H,TX,0
gun,21,M,B,IN,0
knife,20,M,,WA,0
knife,47,M,W,NC,0
gun,38,M,H,CO,0
knife,31,M,H,CA,0
gun,51,M,W,NV,0
gun,19,M,B,IN,0
knife,21,M,H,CA,0
Taser,48,M,B,TX,0
gun,47,M,,CA,0
gun,42,M,H,WI,0
knife,30,M,B,MD,0
rock,47,M,B,GA,0
gun,57,M,W,CO,0
unknown weapon,27,M,W,NC,0
knife,33,M,,CO,0
gun,25,M,,SC,0
knife,50,M,W,CA,0
hammer,,M,,CA,0
gun,37,M,W,FL,0
gun,24,M,B,NC,0
gun,24,M,B,NC,0
toy weapon,30,M,B,TX,0
knife,49,M,W,OH,1
gun,26,M,,CA,0
gun,47,M,W,TX,1
gun,30,M,,SD,0
gun,65,M,,SC,0
gun,42,M,,CA,0
vehicle,31,M,W,CO,0
gun,33,M,W,MS,0
gun,29,M,B,MD,0
gun,42,M,W,GA,0
knife,38,M,B,TX,0
gun,25,M,H,WA,0
gun,49,M,,TN,0
gun,39,M,W,LA,0
gun,64,M,W,AR,0
gun,28,M,W,WI,0
gun,32,M,W,AL,0
unknown weapon,69,M,W,FL,0
unarmed,29,M,W,TN,0
knife,,M,,WA,0
gun,,M,,FL,1
undetermined,45,M,B,AL,0
gun,40,M,W,AZ,0
gun,60,M,B,SC,0
gun,22,M,H,UT,0
unarmed,28,M,B,NJ,0
gun,36,M,,NJ,0
gun,57,M,,KY,0
gun,44,M,,TN,1
gun,52,M,,MT,0
knife,43,M,,TN,1
gun,38,M,H,TX,0
undetermined,28,M,B,AZ,0
toy weapon,35,M,,CA,1
knife,33,M,,TX,0
toy weapon,,M,,CA,1
gun,37,M,W,MI,1
toy weapon,61,M,,NY,1
gun,22,M,H,TX,0
gun,42,F,W,FL,0
gun,,M,,CO,0
gun,18,M,H,CA,0
gun,47,M,,OH,0
undetermined,61,M,,FL,0
gun,38,M,B,FL,0
vehicle and gun,58,M,W,NY,0
sword,50,M,H,CA,0
knife,31,M,H,CA,0
knife,30,M,,OK,0
undetermined,,M,,AL,0
gun,35,M,B,LA,0
gun,53,M,W,UT,0
vehicle,31,M,W,CO,0
crowbar,,M,,CA,0
gun,35,M,B,AR,0
knife,,M,,OR,0
knife,22,F,O,FL,1
toy weapon,,M,W,CA,0
gun,32,M,A,CA,0
knife,,M,,PA,0
gun,39,M,B,GA,0
vehicle,44,M,B,FL,0
gun,46,M,B,FL,0
undetermined,49,M,W,OR,0
gun,32,M,W,WI,0
gun,53,M,B,KY,0
gun,25,M,H,NV,0
undetermined,36,M,W,AR,0
gun,65,M,,CA,0
hammer,22,M,H,CA,0
gun,33,M,B,NY,0
knife,39,F,W,OK,0
gun,44,M,W,SC,0
gun,25,M,H,TX,0
undetermined,36,M,W,AR,0
gun,42,M,W,OK,0
gun,24,M,B,NY,0
undetermined,22,M,H,CA,0
metal pipe,37,M,,TN,0
pellet gun,26,M,,NY,0
knife,35,M,W,CA,1
gun,81,M,,NM,1
gun,31,M,,CO,0
gun,38,M,B,FL,0
gun,59,M,,ID,0
gun,28,M,W,TN,0
gun,26,M,W,CA,1
undetermined,62,M,B,CA,0
Taser,27,M,B,GA,0
gun,23,M,B,IN,0
unarmed,25,F,W,MO,0
gun,22,M,W,MO,0
undetermined,,M,,CA,0
gun,31,M,W,KS,0
gun,24,M,,IL,0
gun,27,M,,AZ,0
