teaching,international,research,citations,income,num_students,student_staff_ratio,international_students,total_score,Label
26.3,21.3,13.4,34.4,40.7,8604,10.1,0.04,59.8,0
19,19.6,9.8,97.1,31.1,9303,9.9,0.04,59.8,0
19.6,39.5,9.8,100,31,9303,9.9,0.04,59.8,0
19.3,29.4,9.6,100,31,9303,9.9,0.04,59.8,0
21.6,19.9,11.4,72.2,30.9,9303,9.9,0.04,59.8,0
19,17.8,10.3,84.3,27.6,9303,9.9,0.04,59.8,0
22.5,38.3,22.1,44.4,55.1,10045,9.5,0.04,59.8,0
25.6,35,23.9,51.2,49.3,10045,9.5,0.04,59.8,0
23.1,33.9,22.2,52.3,45.6,10045,9.5,0.04,59.8,0
22.9,45.6,22.2,58.7,42.5,10045,9.5,0.04,59.8,0
23.5,41.9,13.7,63.7,40,10045,9.5,0.04,59.8,0
22.8,21.9,10.8,14.3,48,9137,7.2,0.04,59.8,0
44,15.6,23.7,3.1,68.1,18808,4,0.04,59.8,0
49.1,33.7,47.1,76.7,100,3055,10.1,0.04,56.9,0
50.7,39.5,59.8,43.7,49.2,23977,24.4,0.04,50.5,0
63,24.5,65.7,30.2,40,81402,14.6,0.04,50.5,0
46.1,21.3,50.6,58.9,37.5,9336,19.6,0.04,50.2,0
44.8,55.9,50.2,44,40.8,13855,19.4,0.04,46.9,0
43.5,46.1,51.1,45.5,42.6,23977,24.4,0.04,46.6,0
47.3,30.1,60.7,33,35,23977,24.4,0.04,45.4,0
39.9,43.3,48.3,44.8,44.7,23977,24.4,0.04,44.3,0
61.7,22.9,58,18.8,33.3,81402,14.6,0.04,44.1,0
18.9,31,11.1,11.9,30.3,231941,39.1,0.03,59.8,0
15.9,18.7,22.1,17.4,41.9,15020,30.2,0.03,59.8,0
22.6,31.5,10.2,20.9,28.3,15100,26.5,0.03,59.8,0
14.4,18.3,15.9,30.5,38.4,12119,26.3,0.03,59.8,0
20.7,23.5,20,22.5,64.7,20353,24.1,0.03,59.8,0
24.5,31.3,24.1,23.1,100,14300,21.2,0.03,59.8,0
21.1,16.1,21.4,21.5,64.5,29483,20.7,0.03,59.8,0
34.8,7.2,6.9,1.2,31.3,10407,20.2,0.03,59.8,0
19.7,25.9,10.7,62.9,38.2,22793,19,0.03,59.8,0
18.4,30.7,10.5,31.8,38.1,22793,19,0.03,59.8,0
19.4,26.9,9.5,63.7,36.6,22793,19,0.03,59.8,0
16.1,21,3.9,22.4,48,12933,19,0.03,59.8,0
21,34.3,20.2,63.3,29.1,10243,19,0.03,59.8,0
22.8,18.7,17.5,21.4,28.9,10243,19,0.03,59.8,0
17.5,20.4,11.7,29.1,31.4,35779,18.5,0.03,59.8,0
21,20.8,11.8,20.1,39.9,14569,18.5,0.03,59.8,0
19.5,17.5,22.1,28.1,86.8,41438,17.7,0.03,59.8,0
19.1,15.8,16.1,14.8,45.7,46044,17.5,0.03,59.8,0
23.2,19.8,17.7,13.2,39.9,18361,17.2,0.03,59.8,0
17.8,16,14.6,16.4,81.3,10227,16.5,0.03,59.8,0
19.5,15.5,15.5,8.7,73.8,43955,16,0.03,59.8,0
18.9,25.2,12.2,38.7,35.4,11704,15.5,0.03,59.8,0
44.6,21.1,42.3,22.6,49.4,27095,15.3,0.03,59.8,0
41.3,19,37.5,27.9,49,27095,15.3,0.03,59.8,0
51.7,20.9,46.8,26.5,44.9,27095,15.3,0.03,59.8,0
43.4,20.7,38.8,28,44.5,27095,15.3,0.03,59.8,0
52.3,19.1,33.1,15.2,43.2,27095,15.3,0.03,59.8,0
18.6,24.3,10.9,26.5,35.4,21958,15.3,0.03,59.8,0
29.5,22.6,15,74.6,34.5,12470,15.2,0.03,59.8,0
29.1,20.7,13.7,75,34.4,12470,15.2,0.03,59.8,0
28.9,24.9,14.9,72.1,34.1,12470,15.2,0.03,59.8,0
30.8,21.5,13.6,65.5,31,12470,15.2,0.03,59.8,0
19.7,27.2,14.7,24.5,33.3,23270,15,0.03,59.8,0
38.3,17.3,12.4,11.4,29.3,4858,14.6,0.03,59.8,0
19.4,20.7,8.5,40.3,47.4,34572,14.5,0.03,59.8,0
18.4,28.6,10.3,30.5,29.7,26381,14.3,0.03,59.8,0
28.3,44.1,19.6,30.5,48,29207,14.2,0.03,59.8,0
23.4,15.2,15.4,3.5,28,23056,14.1,0.03,59.8,0
28.2,20.3,14.4,14.6,42.1,65605,13.6,0.03,59.8,0
19.5,18.6,20.5,54,64.7,14037,13.3,0.03,59.8,0
23.8,46.1,22.8,64.2,31.5,10269,13,0.03,59.8,0
20.3,43.7,21.2,46.2,30.3,10269,13,0.03,59.8,0
18.6,42.4,27.4,52.4,30.1,10269,13,0.03,59.8,0
17.8,42,17.8,34.4,26.3,10269,13,0.03,59.8,0
39.7,15,14.5,3.9,59,13163,11.4,0.03,59.8,0
24.8,17.3,10.6,16.8,35.6,28427,10.1,0.03,59.8,0
20.8,20.3,8.3,22,31.6,11232,9.6,0.03,59.8,0
21.9,17.3,8.2,9.2,39.5,27556,9,0.03,59.8,0
21.3,71.5,10.6,16,37.6,7089,9,0.03,59.8,0
25.3,16.8,21.6,12.8,59.6,7519,8.9,0.03,59.8,0
24.3,20.6,14.9,25.3,48,13035,8.6,0.03,59.8,0
21.9,19.3,10.1,17.5,33,12460,8.5,0.03,59.8,0
21.4,31.3,7,35,31.3,9808,7.8,0.03,59.8,0
26.8,44.1,15.1,28.3,71.6,27402,7.5,0.03,59.8,0
29.9,45,14.7,20.9,29,27402,7.5,0.03,59.8,0
21.6,17.6,10.2,17.5,41.5,8051,7.5,0.03,59.8,0
26.3,18.8,14.9,16.3,28.8,11506,7.1,0.03,59.8,0
24,16.1,10.2,36.4,37.9,4122,3.7,0.03,59.8,0
27.8,21.4,15.7,96,44.6,2838,1.1,0.03,59.8,0
57.5,52,48.6,92.7,30.3,14290,7.9,0.02,66,1
28.7,31.7,21.6,48.8,45.4,51560,65.1,0.02,59.8,0
29.1,38.1,18.1,52,35.2,51560,65.1,0.02,59.8,0
26.8,34.7,21.1,48.2,34.9,51560,65.1,0.02,59.8,0
23.1,30.5,17.4,35.1,30.6,51560,65.1,0.02,59.8,0
16,28.1,9,12.5,28.6,108373,38.1,0.02,59.8,0
15.6,48.4,15.6,19.5,48,37274,37.5,0.02,59.8,0
17.2,54.1,10.1,70.5,35.1,11718,34,0.02,59.8,0
13,48.7,10.1,99.7,28.1,11718,34,0.02,59.8,0
14.5,14.9,7.6,19.3,44,31268,28.7,0.02,59.8,0
15.5,17.2,10.9,18,30.3,28079,28,0.02,59.8,0
23,15.4,24.1,21.4,37.6,20243,25.7,0.02,59.8,0
34.3,21.3,11.5,9.9,29.5,31806,24.9,0.02,59.8,0
18.3,14.8,15,21.2,46.7,42756,24.7,0.02,59.8,0
27.9,35.4,12.5,32.1,28.6,37915,23.5,0.02,59.8,0
16.3,23.1,9.7,29.8,32.1,15639,21.5,0.02,59.8,0
25.8,14.5,16.4,3,48,10350,20.9,0.02,59.8,0
18.1,23.3,11.9,21.9,30.3,14584,19.8,0.02,59.8,0
18.2,17.4,15.3,43.1,28.9,16446,19.2,0.02,59.8,0
29.3,17.1,12.1,70.4,28,8003,17.1,0.02,59.8,0
17.3,54.6,12.1,89.8,36.5,15773,16.9,0.02,59.8,0
14.5,55.7,10.5,89.3,30.6,15773,16.9,0.02,59.8,0
15.5,53,11.4,68.2,28.4,15773,16.9,0.02,59.8,0
21.2,51.7,13.8,31.2,28,15773,16.9,0.02,59.8,0
17.9,12.8,12.1,8.9,83.7,31618,16.4,0.02,59.8,0
18.3,39.4,10.4,87.8,29.8,8788,15.8,0.02,59.8,0
23.3,30.6,8.6,24.9,33.2,16400,15.3,0.02,59.8,0
22.6,20.7,19,23.5,93.3,34326,15.2,0.02,59.8,0
14.8,18.9,7.8,78.1,58.7,50260,14.9,0.02,59.8,0
16.2,21.4,8,75.8,57.8,50260,14.9,0.02,59.8,0
25,15.7,18.4,16.1,90.8,65035,14.5,0.02,59.8,0
21.9,24.1,7.4,10.4,48,45880,14.5,0.02,59.8,0
23.8,32.8,14.1,16.7,37.8,38719,14.5,0.02,59.8,0
18.3,23.4,10,16.6,38.2,17062,13,0.02,59.8,0
19.2,16,13.7,45.8,75.3,36465,12.9,0.02,59.8,0
32.4,25.1,19.7,18.3,42.9,52878,12.8,0.02,59.8,0
25.1,52.9,21.3,30.1,28.7,16695,12.6,0.02,59.8,0
18.6,20.6,9.6,23.4,29.6,7469,11.7,0.02,59.8,0
18.5,17,7.9,30,33.2,31216,11.6,0.02,59.8,0
19.5,20,11.9,23.9,45.7,12706,11.3,0.02,59.8,0
18.4,18.6,6.5,32.2,28,7741,10.9,0.02,59.8,0
28.3,18.7,10,20.9,29.6,11197,10.5,0.02,59.8,0
41.3,21.7,10.9,68.2,48,7086,8.3,0.02,59.8,0
42.4,26,9.3,61,48,7086,8.3,0.02,59.8,0
40.7,29.1,10.4,63.3,32.4,7086,8.3,0.02,59.8,0
43.6,25,10.5,55.7,24.2,7086,8.3,0.02,59.8,0
27.9,28.2,11,4.2,28,22686,8.2,0.02,59.8,0
24.3,16.7,10.1,9.6,34.5,6248,8.2,0.02,59.8,0
46.7,21.4,36.6,67.2,80.3,14290,7.9,0.02,59.8,0
36.9,26.3,27.3,73.6,71.6,14290,7.9,0.02,59.8,0
38.7,25.8,26.1,69.6,69.4,14290,7.9,0.02,59.8,0
39.2,22,27.7,72.7,50.1,14290,7.9,0.02,59.8,0
41.5,15.8,18.5,33.3,30.2,4496,5.4,0.02,59.8,0
38.9,14.8,23.5,73.6,29.7,14290,7.9,0.02,42.7,0
38.3,16.7,50.4,99.6,48,17404,22.7,0.01,61.4,1
12.2,14.3,22.6,10.9,100,379231,162.6,0.01,59.8,0
24.7,21.1,14.8,81.3,47.4,83653,64.2,0.01,59.8,0
26.5,24.4,19.1,27.2,73.1,19959,58.4,0.01,59.8,0
29.1,28.4,21.3,40.6,51.3,19959,58.4,0.01,59.8,0
31,37.4,20.4,48.2,51.2,19959,58.4,0.01,59.8,0
32.3,40.3,25.6,64.5,38.4,19959,58.4,0.01,59.8,0
29.6,24.5,13.2,53,36.2,19959,58.4,0.01,59.8,0
19.4,32.6,13.2,56.8,33.6,30638,51,0.01,59.8,0
19.2,25.3,15.9,52.9,29.5,55859,49.7,0.01,59.8,0
13.7,45.5,9,19.5,28,72676,47,0.01,59.8,0
17.4,42.7,6.3,12.1,29.2,56060,38.7,0.01,59.8,0
16.3,45.1,6.5,83,28.6,56060,38.7,0.01,59.8,0
21.1,25.9,11.6,18.4,38.1,12650,32.9,0.01,59.8,0
25.5,34.7,29.5,26.2,30.3,17758,30.8,0.01,59.8,0
26.1,16.5,16.9,15.8,48,53802,27,0.01,59.8,0
18.1,17.2,23,39.5,99.5,10964,26.5,0.01,59.8,0
20.7,20,27.3,48.9,84.1,10964,26.5,0.01,59.8,0
24.5,7.7,25.7,34.8,55.7,14080,25.6,0.01,59.8,0
20.5,13.8,19,11.4,58.9,17800,24.9,0.01,59.8,0
25.8,29.3,14,84.7,28.4,16691,23.9,0.01,59.8,0
23.7,29.2,10.5,84.4,28.3,16691,23.9,0.01,59.8,0
24.6,14.1,8.8,41,28.1,16691,23.9,0.01,59.8,0
18.2,28.5,11.4,36.2,70.3,17791,23.7,0.01,59.8,0
13,24.4,10.5,75.4,62.2,17791,23.7,0.01,59.8,0
11.3,23.8,10.2,68.4,60.2,17791,23.7,0.01,59.8,0
16.7,22.5,10,75,56.5,17791,23.7,0.01,59.8,0
17.6,40.4,11.3,10.2,31,22739,23.6,0.01,59.8,0
15.2,31.6,7.8,61.4,34.5,127431,23.3,0.01,59.8,0
20.3,33.7,8.2,14.1,29.7,127431,23.3,0.01,59.8,0
15.5,16.1,9.5,15.2,36.8,25217,23.3,0.01,59.8,0
18.1,42,21.1,14.8,43.6,38872,23,0.01,59.8,0
29.8,15.4,10.8,19.1,28.2,32567,22.9,0.01,59.8,0
21.3,14.2,20.3,15.7,40.8,11989,22.9,0.01,59.8,0
15.3,23.6,9.1,77.4,28,43875,22.4,0.01,59.8,0
18.9,15.6,10.7,12.9,50.1,36205,20.6,0.01,59.8,0
29.7,13.9,17.5,37.2,81.4,8061,18.7,0.01,59.8,0
30.4,15.6,13.7,45.8,70.4,8061,18.7,0.01,59.8,0
25.2,16.6,14.3,62.6,69,8061,18.7,0.01,59.8,0
25.1,15.6,12.3,53.6,64.8,8061,18.7,0.01,59.8,0
18.2,19.7,8.1,14.3,48,39861,17.9,0.01,59.8,0
16.7,45.2,9.7,14.2,41.1,13794,17.8,0.01,59.8,0
17.7,18.5,8,20.4,28.1,32764,17.3,0.01,59.8,0
33.8,15.3,23,38.5,48,8371,17.3,0.01,59.8,0
35.8,15.5,25.8,33.4,62.8,8371,17.3,0.01,59.8,0
22.7,26.1,11.1,4.6,29.2,26247,17.1,0.01,59.8,0
14.2,17.9,3.7,35.7,48,35569,17,0.01,59.8,0
18.2,31.5,7.4,19.9,35.7,39669,16.9,0.01,59.8,0
17.8,34.9,9.4,30,32.3,35617,16.5,0.01,59.8,0
34.5,37.3,27.5,55.1,31.8,29336,16.3,0.01,59.8,0
34.6,34.4,27.9,56.2,31.5,29336,16.3,0.01,59.8,0
37.5,31.3,28,53.2,30.8,29336,16.3,0.01,59.8,0
31.1,24.5,21.5,58.7,30.3,29336,16.3,0.01,59.8,0
34.3,26,29.3,52.1,27.3,29336,16.3,0.01,59.8,0
15.3,31,7,22.2,31.6,38274,16.1,0.01,59.8,0
34.6,16.1,20.7,31.4,88.9,8234,15.9,0.01,59.8,0
20,25.7,11,15.3,28.7,40633,15.6,0.01,59.8,0
47.3,19.9,33.1,45.6,52.7,8327,14.9,0.01,59.8,0
34.2,19.5,24.6,43.5,49.7,8327,14.9,0.01,59.8,0
37.8,17.7,28.6,48.5,42.3,8327,14.9,0.01,59.8,0
43.8,14.3,15.7,38.8,24.2,8327,14.9,0.01,59.8,0
32.6,18.9,13.7,16.8,48,38743,14.8,0.01,59.8,0
24.3,12.9,20.7,42.6,32.3,4710,14.2,0.01,59.8,0
27.9,21.6,15.4,23.1,30.7,42612,13.5,0.01,59.8,0
17.9,19.3,7.6,15.3,34.4,29700,12.7,0.01,59.8,0
26,21,12.2,14.2,42.9,26078,12.6,0.01,59.8,0
36.5,14.7,34.4,12.2,100,29693,12.2,0.01,59.8,0
35.8,17.6,24.9,22.6,52.3,19342,12,0.01,59.8,0
24.6,15.5,9.6,7,48,21850,11.2,0.01,59.8,0
19.2,20.9,11.3,17.5,37.8,8394,9.9,0.01,59.8,0
51.8,14.1,20,9.3,30,13912,9,0.01,59.8,0
42.7,16.4,47.2,42.4,52.4,3318,8.2,0.01,59.8,0
32.6,18.2,39.5,51.6,37.9,3318,8.2,0.01,59.8,0
32.3,16.7,10.5,24,51.1,3955,3.7,0.01,59.8,0
32.1,32.5,39.6,99.9,48,17404,22.7,0.01,54.5,0
31.1,45.6,34.2,99.9,36.1,17404,22.7,0.01,53.9,0
30.6,54.6,31.9,100,33.8,17404,22.7,0.01,53.7,0
28.5,29.8,36.6,99.9,29.5,17404,22.7,0.01,52.5,0
29.5,19.3,28,99.8,36,127431,23.3,0.01,51.6,0
25.9,39.4,29.1,99.9,48,17404,22.7,0.01,49.9,0
34.7,13.1,8.7,19.8,29.2,18511,32.5,0,59.8,0
17.9,35.4,9.9,45.6,48,12688,25.7,0,59.8,0
20.9,7.1,18.1,22.5,45.5,7146,24.6,0,59.8,0
25.9,12.2,26,42.3,61.2,10311,23.9,0,59.8,0
18.3,13.7,8.3,17.4,29.6,11837,19.5,0,59.8,0
29.7,20.7,37.2,49,98.3,10977,18.7,0,59.8,0
28.5,12.7,29.7,19.3,93.1,10977,18.7,0,59.8,0
32.9,16.7,42.8,34.2,93,10977,18.7,0,59.8,0
26.6,15.9,30.1,33.7,87.8,10977,18.7,0,59.8,0
28.7,19.4,34.7,50.4,86.2,10977,18.7,0,59.8,0
39.3,14.7,30,35.3,48,9928,17.5,0,59.8,0
44.2,16.1,45.3,39,72.4,9928,17.5,0,59.8,0
33.2,13.3,30.5,41.4,31.7,9928,17.5,0,59.8,0
29,16.8,10.8,11.5,48,18587,16.9,0,59.8,0
15.2,14.8,7.7,18.2,28.3,69268,16.8,0,59.8,0
32.8,7.7,22.2,31.8,33.8,10697,16.1,0,59.8,0
18.1,37.2,8,13.9,40,43565,15.8,0,59.8,0
17.6,30.7,9.1,28.3,30.7,9593,13.5,0,59.8,0
19.3,15.7,24.7,27.6,31.9,7506,12.6,0,59.8,0
31.3,17.3,25.2,41.8,42.4,6167,12.2,0,59.8,0
33.1,16.4,15,31.5,28,6167,12.2,0,59.8,0
18.4,35.7,8,10.4,44.3,13493,10.4,0,59.8,0
21.7,16.8,9.1,12.3,30.8,28757,10.1,0,59.8,0
21.1,18.7,10.9,27.6,52.3,14797,10.1,0,59.8,0
20.5,13.4,12.9,8.8,28,21689,9.8,0,59.8,0
28.5,14,7.9,7,48,3675,2.5,0,59.8,0
69.8,93.6,80.6,94.3,32.2,0,0,0,81.3,1
70.8,87.2,80.8,66.5,42.9,0,0,0,73.1,1
65.4,87.4,74.2,71.3,40.6,0,0,0,70.9,1
65.2,81.7,74.2,69.2,43.6,0,0,0,69.8,1
55.5,43.7,64.6,83.4,48,0,0,0,67,1
66.4,96,75.4,50.6,41.1,0,0,0,66,1
20.6,25,9.3,46.5,28.2,22751,12,0,59.8,0
22.6,31.6,5.9,16,48,16817,6,0,59.8,0
28.9,43.5,22.2,49.8,100,3879,4.6,0,59.8,0
31.5,40.1,32.8,68.1,99.9,3879,4.6,0,59.8,0
27.9,49.6,25.2,59.9,99.8,3879,4.6,0,59.8,0
29,45.2,23.9,59.3,99.8,3879,4.6,0,59.8,0
28.4,46.8,25.3,54.6,99.8,3879,4.6,0,59.8,0
18.6,35.2,9,67.3,48,0,0,0,59.8,0
47.2,30.8,12.1,63.5,48,0,0,0,59.8,0
21.3,30.2,14.3,58.7,48,0,0,0,59.8,0
28.5,19.9,20.6,58.6,48,0,0,0,59.8,0
26.8,21,19.4,57.5,48,0,0,0,59.8,0
26.6,21,19.3,57.4,48,0,0,0,59.8,0
40.2,59.4,17.3,50.3,48,0,0,0,59.8,0
17.1,27.3,12.5,46.9,48,0,0,0,59.8,0
39.1,21.7,27.8,45.5,48,0,0,0,59.8,0
31.3,34.6,29.2,44.3,48,0,0,0,59.8,0
38.7,18.3,28.4,35.2,48,0,0,0,59.8,0
25.9,16.9,21.7,9.1,87.6,0,0,0,59.8,0
42.2,70.4,32.3,47,63.4,0,0,0,59.8,0
24.4,43.7,26,69.2,46.6,0,0,0,59.8,0
28,44.6,27.7,76,46.4,0,0,0,59.8,0
32,63.4,35.5,67.7,44.7,0,0,0,59.8,0
29.6,32.2,23.4,73.1,44.5,0,0,0,59.8,0
49.4,32.6,17.5,62,43.6,0,0,0,59.8,0
21.2,32.3,13.8,24.8,41.9,0,0,0,59.8,0
34.7,42,30.5,60.1,39.9,0,0,0,59.8,0
35.1,59.4,30.7,51.5,38.3,0,0,0,59.8,0
25.6,28.6,15.4,74.5,37,0,0,0,59.8,0
30.6,32.2,20.1,62.2,36.2,0,0,0,59.8,0
33.9,33.6,19.8,59.9,35.9,0,0,0,59.8,0
19.4,79.7,21.6,45.1,35.7,0,0,0,59.8,0
34.1,26.7,14.7,46.1,35.2,0,0,0,59.8,0
18.4,92.5,20.4,51.9,34.6,0,0,0,59.8,0
32.6,30,15.7,57.5,34.5,0,0,0,59.8,0
36.1,28.1,20.5,57.2,34.5,0,0,0,59.8,0
48.5,31,14.4,55.6,34.3,0,0,0,59.8,0
36.8,24.2,17.8,42.9,33.9,0,0,0,59.8,0
33.8,20.7,16.1,31.6,32.3,0,0,0,59.8,0
18.6,28.1,24.2,47.5,30.9,0,0,0,59.8,0
22.6,47.5,17.5,64.1,30.2,0,0,0,59.8,0
18.4,21.8,20.9,36.7,29.8,0,0,0,59.8,0
18.9,29.7,28.6,46.1,29.6,0,0,0,59.8,0
27.9,48.5,22.3,60.8,29.4,0,0,0,59.8,0
33.2,23.5,20.1,43,27.6,0,0,0,59.8,0
35.2,56.3,21.3,50,27.4,0,0,0,59.8,0
16.2,84.5,19.9,11.7,26.8,0,0,0,59.8,0
47.9,66.6,46.2,81.9,36.2,0,0,0,59.1,0
62.4,99.5,56.2,51.6,38.4,0,0,0,58.3,0
41.9,71.9,43.9,83.4,38.4,0,0,0,57.1,0
34.3,47.7,36.1,95.7,32.4,0,0,0,55.4,0
41.9,83.5,46.3,73.1,31.1,0,0,0,55.4,0
38.3,34.2,47.6,81,48,0,0,0,55.2,0
32.2,75,33.8,90.5,32.2,0,0,0,53.4,0
31.7,73.6,33.2,89.4,33.3,0,0,0,52.6,0
67.3,16.3,41.7,48.9,50.1,0,0,0,50.7,0
36.7,72.7,38.8,71.6,33.9,0,0,0,50.4,0
46.2,27.7,39.6,59.7,77.1,0,0,0,47.7,0
43.3,52,49.5,41.7,99.9,3879,4.6,0,46.2,0
43.9,23.9,38.9,56.6,87.8,0,0,0,45.8,0
49,32.1,14.2,63.5,40.7,0,0,0,41.5,0
