teaching,international,research,citations,income,num_students,student_staff_ratio,international_students,total_score,Label
33.9,54.3,32.6,31.1,87.9,16729,10.4,0.19,59.8,0
30.4,42.9,27.7,26.9,55.3,16729,10.4,0.19,59.8,0
50,84.1,41.6,80,38.3,26583,6.5,0.19,58.8,0
49.5,90.4,31.5,85.4,44,26583,6.5,0.19,57.8,0
56.6,87.9,47,65,43.8,26583,6.5,0.19,57.7,0
40.2,86.9,33.1,81.4,40.1,26583,6.5,0.19,53.9,0
42.2,73.5,40.4,74.3,39.7,27545,4.1,0.19,53.6,0
32.4,54.6,29.1,95.9,46.5,13216,17.4,0.19,52.5,0
34.5,52.4,33.2,88.7,48,13216,17.4,0.19,51.6,0
38,85.5,29.8,78.1,39.2,26583,6.5,0.19,51.2,0
38.7,74.2,40.6,68.4,51,28856,42,0.19,51.1,0
40.1,31.6,33.6,78,48,13216,17.4,0.19,50.3,0
38.6,64.3,40.5,68.8,34.5,28856,42,0.19,50,0
26.3,54.4,26.4,96.2,49.4,13216,17.4,0.19,50,0
34.1,60,29.3,83.3,46.8,13216,17.4,0.19,49.6,0
34,71.8,34.4,73.5,44.4,27545,4.1,0.19,49,0
37.8,74.8,31.6,72.1,37,27545,4.1,0.19,49,0
44.1,45.8,45.7,58.3,26.1,27545,4.1,0.19,48.8,0
33.9,76,32,73.1,43,27545,4.1,0.19,48.5,0
37.9,59.7,34.9,67.7,46.1,28856,42,0.19,47.8,0
46.3,50.7,40.6,52.1,42.4,25668,19,0.19,46.6,0
40.1,57,39.8,57.5,39.6,25668,19,0.19,46.5,0
32.9,51.9,44.2,60.2,37.9,26640,28.3,0.19,46.2,0
30.1,63.4,35.3,67.5,57.8,28856,42,0.19,46.1,0
40.2,55.4,39.3,56.2,39.4,25668,19,0.19,45.9,0
29.2,72.5,34.7,65.5,30.8,28856,42,0.19,45,0
26.5,41.4,18.9,83.5,24.2,13216,17.4,0.19,42.4,0
59.9,68.6,76.9,87.3,100,42503,41.9,0.18,74.8,1
59.7,56.6,71,67.2,99.7,42503,41.9,0.18,66.1,1
53,62.3,63.6,71.8,99.9,42503,41.9,0.18,63.7,1
37.2,76.1,55.2,95.6,54.6,20580,18.9,0.18,63.5,1
63.4,52.3,48.4,77.8,48,12338,4.5,0.18,63,1
44.5,62.8,64.1,80.2,62,20580,18.9,0.18,62.9,1
48.6,58.6,59.9,72.9,99.9,42503,41.9,0.18,61.3,1
56.7,36.6,44.4,90.9,38.3,12338,4.5,0.18,61.3,1
52.5,56.7,64.7,63,99.9,42503,41.9,0.18,60.8,1
59.2,64.4,43.5,80.6,28.6,27862,8.7,0.18,60.5,1
37.1,54.4,43.2,51.1,99.1,20300,53.6,0.18,59.8,0
36.9,59.6,33.7,42,88.9,20300,53.6,0.18,59.8,0
37.6,66.3,30.7,43.3,88,20300,53.6,0.18,59.8,0
37.8,64.4,31.8,44.4,84.4,20300,53.6,0.18,59.8,0
28,71,15.5,39.2,45.1,20300,53.6,0.18,59.8,0
18.3,56.8,26.7,75.1,48,25036,29.8,0.18,59.8,0
19.4,57.5,24.1,66.7,48,25036,29.8,0.18,59.8,0
17,58.6,24.2,61.6,48,25036,29.8,0.18,59.8,0
24.3,61.1,24.5,76.9,30.7,25036,29.8,0.18,59.8,0
19.9,61.3,24,32,30.4,25036,29.8,0.18,59.8,0
32,70.6,12.6,35.2,28.8,14907,25.9,0.18,59.8,0
17.6,50,11.2,28.3,43.3,30812,25.1,0.18,59.8,0
26.5,70.6,29.9,57.5,75.6,23508,21.9,0.18,59.8,0
21.2,70.5,28.2,58,74.2,23508,21.9,0.18,59.8,0
21.1,70.5,29,49.8,72.9,23508,21.9,0.18,59.8,0
18.2,76.3,27.1,35.8,64.8,23508,21.9,0.18,59.8,0
27.4,75.9,26.5,67.2,64.4,23508,21.9,0.18,59.8,0
19.8,63.8,15.5,56.6,35.5,9252,19.2,0.18,59.8,0
23.8,63.1,21.7,64.3,34.9,9252,19.2,0.18,59.8,0
20.7,66.5,20.6,52.2,33,9252,19.2,0.18,59.8,0
19.3,65.5,17.6,57.5,32.8,9252,19.2,0.18,59.8,0
21.6,72.2,18.9,67.2,31.3,9252,19.2,0.18,59.8,0
33.5,59,39.8,62.3,31.4,27139,18.8,0.18,59.8,0
16.5,52.7,8.9,27.3,28.4,21852,17.4,0.18,59.8,0
20,60.3,8.6,32.4,31.8,19599,14.5,0.18,59.8,0
25.5,64.8,30.7,43,72.5,15064,14.4,0.18,59.8,0
33.6,71.6,30,54.4,68.9,15064,14.4,0.18,59.8,0
32.6,59.1,28.8,50.3,67.1,15064,14.4,0.18,59.8,0
30.2,59.1,29.8,54.3,65,15064,14.4,0.18,59.8,0
30.4,78.3,29.4,65.2,50.3,15064,14.4,0.18,59.8,0
26,81.7,27.8,74.9,45.5,1819,10.9,0.18,59.8,0
31.2,46.3,14.6,57.7,36.3,20713,10.8,0.18,59.8,0
34.7,36.6,14.9,65.1,34.7,20713,10.8,0.18,59.8,0
31.8,42.2,14.3,57.5,34.6,20713,10.8,0.18,59.8,0
33.9,38.2,15,56.2,32.5,20713,10.8,0.18,59.8,0
36.9,37.8,12.2,59.4,29.9,20713,10.8,0.18,59.8,0
48.3,51,37.1,96.7,48.9,12338,4.5,0.18,59.7,0
39.8,66.2,53.7,82.3,54.4,20580,18.9,0.18,59.1,0
37.8,66.6,53.3,81.2,56,20580,18.9,0.18,58.1,0
48.4,37.3,39.8,90.9,34.4,12338,4.5,0.18,57.4,0
52.8,74.1,32.7,82.9,37.4,27862,8.7,0.18,57,0
36.6,83.3,42.1,82.8,48,20040,12.1,0.18,56.1,0
34.9,80.2,38.7,85.6,92.7,20040,12.1,0.18,56.1,0
50.4,42.4,31.6,90.8,43.2,12338,4.5,0.18,56.1,0
56.3,66.7,30.5,81.1,26.2,27862,8.7,0.18,56,0
34.7,75.1,45.5,79.7,87.3,20040,12.1,0.18,55.8,0
49,42.9,32.4,89.5,42.3,12338,4.5,0.18,55.5,0
43.3,68.2,44.7,75.5,38.3,27139,18.8,0.18,55.1,0
57.7,29.6,62.9,45.2,97.7,42503,41.9,0.18,54.8,0
46.2,64,46.9,64.6,95.5,9990,5,0.18,54.5,0
47.3,64.7,30,83.3,33.4,27862,8.7,0.18,53.9,0
50.2,65.5,26.7,82.3,34.4,27862,8.7,0.18,53.5,0
34.3,73.9,41.1,75.3,97.5,20040,12.1,0.18,53.2,0
39.9,79.7,28.2,79.6,98.6,9990,5,0.18,52.7,0
26.8,76.7,35.3,86.6,88,20040,12.1,0.18,52.6,0
51.9,30.7,37.2,71.5,26.4,27862,8.7,0.18,52.2,0
37.9,77,30,76.9,98.7,9990,5,0.18,51.7,0
38.9,77.4,26.9,78.7,98.7,9990,5,0.18,51.6,0
37.3,85.1,29.9,77.8,50,9990,5,0.18,51.1,0
26.3,77.2,31,84.6,85.6,20040,12.1,0.18,50.5,0
39.4,58.6,43.6,65.5,48,20580,18.9,0.18,50.4,0
45,60.6,35.9,58.2,27.4,20713,10.8,0.18,46.9,0
41.6,44.9,50.2,48.8,48,15064,14.4,0.18,46.8,0
36.1,60.3,35.2,66.3,36.6,27139,18.8,0.18,46.7,0
28.8,65,27.2,77.4,45,20580,18.9,0.18,46,0
32.4,70.3,33,65.4,32.5,27139,18.8,0.18,45.3,0
31.9,65.2,24.1,66.8,95.7,9990,5,0.18,44.1,0
33.5,63.9,36.9,56.6,29,27139,18.8,0.18,43.6,0
76,56.5,78,99,100,15172,4.8,0.17,82.7,1
72.3,45.8,81.5,97,100,15172,4.8,0.17,81.2,1
73.5,50.5,75.2,96.6,100,15172,4.8,0.17,79.9,1
73.9,50,73,96.7,100,15172,4.8,0.17,79.3,1
62.6,46.9,77.9,97.4,100,15172,4.8,0.17,77.4,1
66.8,49.4,71.5,92.3,100,15172,4.8,0.17,76.5,1
68.8,62.8,69.6,88.2,68.2,28881,24.5,0.17,74.4,1
66,44.3,62.8,95.2,48,12528,5.7,0.17,71.8,1
64,45.7,58.9,96.1,48,12528,5.7,0.17,70.5,1
58.9,56.4,63,88.6,48,12528,5.7,0.17,69.9,1
57.6,46.5,55.2,97.1,48,12528,5.7,0.17,67.8,1
59.5,44.6,52.9,96.4,48,12528,5.7,0.17,67.2,1
54.3,44.9,55.6,99.2,33.5,12528,5.7,0.17,67,1
65.4,39.2,50.9,94.2,30.6,24789,8.6,0.17,66.8,1
57.8,51,49.5,97.7,30.3,24789,8.6,0.17,66.1,1
60.7,37.2,46.2,95.6,27.6,24789,8.6,0.17,64.2,1
53.6,38.1,51.9,91.4,29.6,24789,8.6,0.17,64,1
56.4,47.8,46.7,94.4,30.3,24789,8.6,0.17,63.6,1
56.5,44.2,46.1,95.3,31.1,24789,8.6,0.17,63.5,1
67.2,56.5,53.8,66,48,9259,6.4,0.17,62.2,1
61.4,61.3,49,75.5,40.7,28881,24.5,0.17,61.4,1
28.8,76,35.6,56,73.7,33391,35.8,0.17,59.8,0
29.9,69.8,36,42.9,71.9,33391,35.8,0.17,59.8,0
26.6,67.9,32.3,44,65.3,33391,35.8,0.17,59.8,0
21,76.7,26.7,35.5,62.5,33391,35.8,0.17,59.8,0
27.6,69.2,37,47,58.9,33391,35.8,0.17,59.8,0
16.6,73.4,18.7,54.2,31.1,32713,30.4,0.17,59.8,0
20.1,71.8,20.6,57.5,30.6,32713,30.4,0.17,59.8,0
20,68.4,22,47.1,30.1,32713,30.4,0.17,59.8,0
22.4,76.9,21.9,66.8,30,32713,30.4,0.17,59.8,0
17.7,56.3,16.8,26.2,27.9,32713,30.4,0.17,59.8,0
21.2,48.9,22.9,27.8,28.5,40898,26.6,0.17,59.8,0
17.1,41.3,14.5,26.4,37.5,10646,26.2,0.17,59.8,0
18.9,48.5,16.6,32.2,32.2,10646,26.2,0.17,59.8,0
34.4,52,26.8,50.1,73.7,16099,24.2,0.17,59.8,0
31.8,59.4,31.3,50.2,64.5,16099,24.2,0.17,59.8,0
26.2,49,22.2,37.5,61.9,16099,24.2,0.17,59.8,0
31.1,65.4,32.8,62.1,61.6,16099,24.2,0.17,59.8,0
26.9,64.3,17,57.4,39.4,16099,24.2,0.17,59.8,0
26.1,76.7,25.2,36.3,51.7,8546,22.9,0.17,59.8,0
15.7,54.1,9.4,28.2,28.9,18542,17.5,0.17,59.8,0
29.9,43.7,27.6,17.4,61.3,13015,17.4,0.17,59.8,0
34.2,40.1,12.9,43.8,28.6,10788,17,0.17,59.8,0
33.9,70.1,36.7,67.8,52,28341,16.5,0.17,59.8,0
32.8,62.9,30.2,56.8,45.4,28341,16.5,0.17,59.8,0
37.3,62.2,35.8,47.1,42.8,28341,16.5,0.17,59.8,0
34.4,63.1,30.5,59.4,41.5,28341,16.5,0.17,59.8,0
34,42.7,34.4,39.7,39.5,28341,16.5,0.17,59.8,0
20,57.9,22.6,89.7,44.1,2958,13.4,0.17,59.8,0
20.5,57.3,22.9,84.1,30.6,2958,13.4,0.17,59.8,0
43,53.4,34.1,55.1,40.7,24313,9.2,0.17,59.8,0
40.9,58.1,29.2,63.2,38,24313,9.2,0.17,59.8,0
20.2,66.6,2.9,46.9,48,15619,7.1,0.17,59.8,0
31.6,32.7,15.1,82.4,60.2,11902,6.9,0.17,59.8,0
52.6,63.1,45.4,81.4,41.6,28881,24.5,0.17,59.6,0
57.8,61.3,44.8,76,42.1,28881,24.5,0.17,59.2,0
59.2,63.4,47.5,70.3,39.1,28881,24.5,0.17,59,0
57.1,62.3,41.5,78.5,37.6,28881,24.5,0.17,58.7,0
48,63.9,45.9,82.9,28.4,27603,15,0.17,58.6,0
56.5,34.2,42,80.4,48,9259,6.4,0.17,56.9,0
46.1,40.5,33.2,92,34.1,9259,6.4,0.17,55.3,0
51,35.4,38.6,82.8,48,9259,6.4,0.17,55,0
54.2,29.9,40.2,78.4,48,9259,6.4,0.17,54.6,0
46.5,34.4,37.4,82.9,48,9259,6.4,0.17,53.2,0
37.3,62.7,33.1,87.7,28.9,27603,15,0.17,52.8,0
35.9,62,32.1,86.3,28.8,27603,15,0.17,51.7,0
42.5,45.2,23.2,84.5,71.2,769,8.5,0.17,50.2,0
38.7,64.2,29,79.8,28.8,27603,15,0.17,49.8,0
31.9,66.8,27.1,87.9,48,27756,14.8,0.17,49.6,0
25.6,69.5,18.1,100,37.7,2958,13.4,0.17,49.2,0
30.5,64.9,22.9,91,29,27756,14.8,0.17,48.9,0
53.9,29.1,42.6,52.9,40.4,24313,9.2,0.17,48,0
25.6,67.4,19.7,92.2,29.1,27756,14.8,0.17,47,0
57.8,51.8,46.8,34.7,48,24313,9.2,0.17,46.4,0
23.1,55.8,27.3,86.4,32.4,2958,13.4,0.17,46,0
24,67,19.1,90.2,29.1,27756,14.8,0.17,45.8,0
53.3,27.2,43.9,43.3,38.6,24313,9.2,0.17,45.2,0
23.3,70.7,18.7,88.9,48,27756,14.8,0.17,45,0
45.5,43.3,34.9,56.2,31.1,24313,9.2,0.17,45,0
83.9,53.3,89.1,84.1,59.6,41786,9,0.16,83.4,1
75.4,47.2,90,94.3,53.3,41786,9,0.16,82.8,1
76.1,47.6,91.4,91.6,53.9,41786,9,0.16,82.6,1
76.8,53.7,85.2,94.4,56.3,41786,9,0.16,82.4,1
77,49.8,86.5,88.9,55.7,41786,9,0.16,80.9,1
70,49.5,86.2,90.8,53.5,41786,9,0.16,79.2,1
63.7,62.6,77,73.6,36.1,29987,52.5,0.16,69.9,1
49.4,66.3,54.7,91.6,48,26614,16.1,0.16,66,1
47.4,60.3,51.1,80.5,100,26467,31.2,0.16,60.7,1
21.8,70.7,10.9,55.3,56.2,12346,30.3,0.16,59.8,0
17.1,55,10.4,24.2,29.9,13527,21.6,0.16,59.8,0
38.6,73.6,32.4,59,59.7,27387,20.7,0.16,59.8,0
37.3,62.7,33.7,45.1,52.3,27387,20.7,0.16,59.8,0
38.3,63.7,35.7,47,50.7,27387,20.7,0.16,59.8,0
39.4,51.3,37.2,44.8,44.6,27387,20.7,0.16,59.8,0
38.8,55.7,34.3,38.5,41.9,27387,20.7,0.16,59.8,0
19.3,32.4,12.1,29.1,67.6,27709,19.6,0.16,59.8,0
23.7,50.6,18.6,65.9,42.5,27709,19.6,0.16,59.8,0
17.7,55.1,10.9,29.2,29.1,22750,19.3,0.16,59.8,0
28.7,64.5,24.5,56.8,77.1,9020,17.1,0.16,59.8,0
23.4,49.4,21.1,36.7,66.2,9020,17.1,0.16,59.8,0
31.2,54.5,17.9,48.1,44.8,9020,17.1,0.16,59.8,0
30,54.4,24.9,59.3,44.7,9020,17.1,0.16,59.8,0
26.7,48.4,26.8,53.8,37.5,9020,17.1,0.16,59.8,0
18.9,68.7,16.1,35,34.5,27491,16.1,0.16,59.8,0
30.4,40.3,31.5,65.1,79.6,6671,15,0.16,59.8,0
30.9,42.8,26.2,67.8,49.9,6671,15,0.16,59.8,0
18.6,67.3,19.6,67.3,75.5,22210,12.7,0.16,59.8,0
19.5,67.1,20.5,61.2,72.6,22210,12.7,0.16,59.8,0
18.5,66.4,18.3,64.7,70.9,22210,12.7,0.16,59.8,0
19.7,73.7,12.4,58,67.9,22210,12.7,0.16,59.8,0
19.2,71.8,14.7,79.7,28,22210,12.7,0.16,59.8,0
40,34.4,30,33.7,42.9,15930,12.6,0.16,59.8,0
33.4,36.1,21.6,51.1,36.9,15930,12.6,0.16,59.8,0
36.6,32.6,20.9,48.9,35.3,15930,12.6,0.16,59.8,0
39.9,30.7,26.2,45.3,33,15930,12.6,0.16,59.8,0
37.2,27.2,26.2,41.4,32,15930,12.6,0.16,59.8,0
26,69.3,15.8,52.9,77.2,7542,12.5,0.16,59.8,0
25.3,50.1,20.9,10.2,34.2,23883,12.2,0.16,59.8,0
44.7,48.1,23.5,65.7,29.5,20541,12,0.16,59.8,0
29.5,46.2,22.3,41.7,90.2,11259,10.6,0.16,59.8,0
27.3,45.7,23.4,33.7,86.2,11259,10.6,0.16,59.8,0
31.9,52.6,20.8,57.5,63.5,11259,10.6,0.16,59.8,0
44,35.2,47.2,90.3,42.1,26614,16.1,0.16,58.2,0
51.9,55.7,52.6,71.9,31.9,29987,52.5,0.16,57.9,0
50.7,38.3,35.8,93.3,40.8,6178,6.6,0.16,57.8,0
39.9,59.2,41.8,91.6,48.9,26614,16.1,0.16,57.7,0
55.4,57.5,58.7,59.5,48,29987,52.5,0.16,57.5,0
60.6,39.6,43.1,70.2,48,20541,12,0.16,57.3,0
49.4,54.1,56.3,63.2,98.1,37917,27.6,0.16,57.2,0
44.7,31,49.2,79.7,48,6178,6.6,0.16,57.1,0
39.5,56.1,41.7,89.5,40,26614,16.1,0.16,56.4,0
50.5,48,54.6,64.9,48,6671,15,0.16,56.4,0
36.2,36.3,42.3,93.5,45.6,26614,16.1,0.16,55.4,0
44.8,30.6,38.7,89.9,48,6178,6.6,0.16,54.9,0
37.7,56.7,47.5,73.8,99.5,25294,24.6,0.16,54.5,0
47.5,31.5,35.9,87,38.6,6178,6.6,0.16,54.4,0
37.1,36.4,40.8,89.7,44.9,26614,16.1,0.16,54.1,0
45.6,54.4,48.7,68.4,48,29987,52.5,0.16,53.8,0
52.4,46.2,41.4,64.3,79.8,26467,31.2,0.16,53.3,0
51.3,64.5,54.5,50.1,48,29987,52.5,0.16,52.6,0
48.3,54.9,33,72.4,81.1,26467,31.2,0.16,52.3,0
46.3,64.5,38.9,63.4,82.9,25294,24.6,0.16,51.5,0
45.3,53.9,32.4,73.8,63.1,37917,27.6,0.16,51.1,0
38.5,32.7,34.5,83.6,42.3,6178,6.6,0.16,50.5,0
40.4,55.5,31.3,76,73.9,37917,27.6,0.16,50.3,0
38.3,33.1,35.4,80.4,49.1,6178,6.6,0.16,50,0
31.6,64.8,40.8,71.7,60.3,12346,30.3,0.16,49.6,0
48.1,36.6,28,77.1,30,20541,12,0.16,49.4,0
37.3,61.1,22.2,83.8,68.4,6853,6.6,0.16,49.3,0
39,56.8,29.9,75,69.8,37917,27.6,0.16,49.2,0
44.2,38.3,33.6,73.2,48,20541,12,0.16,49,0
36.2,32.9,40.2,73,66.8,6671,15,0.16,48.9,0
50.9,46.1,44.5,52,27.8,29987,52.5,0.16,48.5,0
40.1,55.9,28.4,71.8,86.6,26467,31.2,0.16,48.4,0
38,56.7,28.1,74,81.4,26467,31.2,0.16,48.3,0
50,63.8,42.5,48.9,56.6,37917,27.6,0.16,48.2,0
40.5,60.1,34.9,62.9,82.7,25294,24.6,0.16,48.1,0
39,61.9,33.6,64.8,83,25294,24.6,0.16,48,0
34.6,61,33.6,67.7,100,12346,30.3,0.16,47.9,0
31.7,32.7,40.4,73.6,49,6671,15,0.16,47.4,0
45,47.3,35.4,60.7,40,25294,24.6,0.16,47.2,0
33.8,58.5,35.5,64.8,100,12346,30.3,0.16,47.1,0
34.5,61.1,33.2,64.1,100,12346,30.3,0.16,46.6,0
30.7,35.6,35.5,71.5,65.6,6671,15,0.16,45.6,0
44.6,39.9,25.1,70,29.3,20541,12,0.16,45.6,0
36.1,67.1,25.1,67.2,61.8,37917,27.6,0.16,45.1,0
45.6,36,26.3,65.9,30,20541,12,0.16,44.8,0
35.7,55.6,18.7,67.8,81.8,26467,31.2,0.16,42.9,0
34.6,64.9,19.6,65.5,35.6,25294,24.6,0.16,41.6,0
84.2,39.6,99.3,97.8,48,36186,16.4,0.15,91.1,1
85.1,49.7,99.3,99.3,65.4,36186,16.4,0.15,90.5,1
82.8,50.4,99.4,99.4,62.5,36186,16.4,0.15,89.8,1
83.2,57.3,97.5,99.3,59.5,36186,16.4,0.15,89.8,1
84.2,58.5,96.7,99.1,44.8,36186,16.4,0.15,89.5,1
87.3,42.3,93.8,95.9,48,38206,10.3,0.15,87.7,1
83,48.1,92.9,93.2,48,38206,10.3,0.15,87.7,1
85.9,41,92.5,97.3,48,38206,10.3,0.15,87.3,1
80.4,61.9,91.1,99.7,47.9,36186,16.4,0.15,87.2,1
84.8,46.4,91,95.6,48,38206,10.3,0.15,86.3,1
80.8,56.4,88.6,98.5,47.9,38206,10.3,0.15,85.8,1
82.4,49.2,90.5,95.3,48,38206,10.3,0.15,85.5,1
75.9,77.8,89.3,90.9,49.1,66198,19.5,0.15,83.9,1
77.6,33.8,87.3,98.2,64.4,18334,13.8,0.15,83.1,1
79.6,65.1,89.4,85.1,42.9,66198,19.5,0.15,82.2,1
75.8,52,87.9,82.2,48,66198,19.5,0.15,82,1
76.9,69,87.4,86.5,44.9,66198,19.5,0.15,81.6,1
69.8,53.9,78.4,96.5,81.2,18334,13.8,0.15,79.5,1
74.4,71.2,85.1,83,46.1,66198,19.5,0.15,79.3,1
72.7,36.7,78.9,96.9,77,18334,13.8,0.15,79.2,1
73.6,70,81.5,84.5,45.8,66198,19.5,0.15,78.3,1
70.2,34.4,76,97.1,61.9,18334,13.8,0.15,77.1,1
66.3,35.3,75.5,98.6,56.6,18334,13.8,0.15,76.2,1
64.5,60.5,68.8,95.3,48,18334,13.8,0.15,75.9,1
41.9,72,49.9,85.5,97.5,23823,19.3,0.15,61,1
43.6,64.4,61.3,77.1,34.2,28251,11.5,0.15,60.3,1
18.9,52.7,18.3,53.3,37.7,9026,32.8,0.15,59.8,0
24.6,49.1,28.8,83.3,29,34691,26.9,0.15,59.8,0
37.1,69.9,36.7,61.5,41.5,36733,26.3,0.15,59.8,0
17.8,63.7,22.6,85.9,43.2,5570,25.4,0.15,59.8,0
17.9,58.9,18.6,49.1,35.5,5570,25.4,0.15,59.8,0
20.3,45.5,17.8,64.5,32.7,5570,25.4,0.15,59.8,0
17.2,44.3,15.3,53.3,32.5,5570,25.4,0.15,59.8,0
16.4,46.7,19.4,52.6,31.3,5570,25.4,0.15,59.8,0
21.4,64.7,25.7,69.5,41.7,15655,22.6,0.15,59.8,0
22.4,59.8,24.2,38.4,39.1,15655,22.6,0.15,59.8,0
18.2,59.9,19.1,20.3,36.2,15655,22.6,0.15,59.8,0
27.2,67.1,20.1,56.8,50,15805,22.3,0.15,59.8,0
28.6,75.5,23.8,48.4,47.1,15805,22.3,0.15,59.8,0
26.7,70.8,22.2,56.9,45.9,15805,22.3,0.15,59.8,0
25.3,71.5,19.5,47.4,38.8,15805,22.3,0.15,59.8,0
20.6,77,19.2,29.4,36.8,15805,22.3,0.15,59.8,0
16.9,48.5,11.2,34.6,28.5,22525,21.4,0.15,59.8,0
18,35.8,14.7,55.8,33.7,23694,21.3,0.15,59.8,0
17.3,47,9.4,20.1,28.6,27477,18.8,0.15,59.8,0
17.4,77.8,17.2,24.5,48,19101,16.8,0.15,59.8,0
19.2,73.3,19.2,37.6,66,19101,16.8,0.15,59.8,0
23.1,80.5,17.1,31.9,35.8,19101,16.8,0.15,59.8,0
31.4,38.3,20.8,77.1,36.3,19660,15.9,0.15,59.8,0
23.8,65.8,28.5,39.9,43.9,17422,15.9,0.15,59.8,0
25.1,71,28.4,73.8,43.7,17422,15.9,0.15,59.8,0
20,70.8,24.5,46,39.8,17422,15.9,0.15,59.8,0
21.7,67.2,24.9,41,39,17422,15.9,0.15,59.8,0
19,75.3,20,27.1,36.4,17422,15.9,0.15,59.8,0
19.1,79,13.2,44.1,29.2,19622,15.8,0.15,59.8,0
31.5,53.9,24.3,50.1,29.4,51438,13,0.15,59.8,0
29.1,53.2,19.9,43.6,29,51438,13,0.15,59.8,0
31.5,52.8,21.5,41,28.2,51438,13,0.15,59.8,0
34.7,50.3,26.2,42,28.1,51438,13,0.15,59.8,0
32.3,51.4,24.6,31,24.5,51438,13,0.15,59.8,0
32,45.7,24,51.9,34.7,28296,13,0.15,59.8,0
24.5,46,19.4,55,33.4,28296,13,0.15,59.8,0
35.6,48.6,30.9,46.9,33,28296,13,0.15,59.8,0
28.8,39.7,21.4,47.5,32.5,28296,13,0.15,59.8,0
28.6,48.8,19.3,59.7,32.2,28296,13,0.15,59.8,0
36.6,77.6,35.3,52.2,79.5,8605,11.6,0.15,59.8,0
25.9,66,37.2,36.3,79.3,8605,11.6,0.15,59.8,0
29.9,65.3,41.5,47.7,78.5,8605,11.6,0.15,59.8,0
26.2,61.5,34.8,44.3,77.3,8605,11.6,0.15,59.8,0
35.7,62.5,32.8,40.8,75.8,8605,11.6,0.15,59.8,0
26,30.4,19.7,50.6,40.1,6300,11.3,0.15,59.8,0
28.9,35.7,16,53.7,39.7,6300,11.3,0.15,59.8,0
25.4,34.5,16.6,56.3,39.2,6300,11.3,0.15,59.8,0
23.9,36,15,58.2,38.9,6300,11.3,0.15,59.8,0
20.2,26.5,18.1,44.9,38.6,6300,11.3,0.15,59.8,0
28.9,56.4,20.4,80.7,39.8,31861,9.3,0.15,59.8,0
28.1,55.6,22.4,78.8,38.8,31861,9.3,0.15,59.8,0
35.8,60.2,28.6,79.3,38.1,31861,9.3,0.15,59.8,0
39.7,74.1,53.6,81.3,70.4,28251,11.5,0.15,59.7,0
42.3,66.9,47.9,81.7,98,23823,19.3,0.15,59,0
39.8,76.1,44.8,84.9,88,23823,19.3,0.15,58.8,0
51.8,36.8,56.8,73.8,32.6,44750,15.7,0.15,58.3,0
47.3,56.4,52.6,76.8,32.2,44750,15.7,0.15,58,0
46.3,56.8,60.8,67.6,33.2,28251,11.5,0.15,57.8,0
34.5,64.6,47.7,86.9,85.3,11761,85.8,0.15,57.7,0
44.7,52,58.7,68.5,48,23823,19.3,0.15,57.6,0
51.1,55,49.4,74,31.7,44750,15.7,0.15,57.3,0
40.4,61.2,58.5,72.8,32.6,28251,11.5,0.15,56.9,0
50,52.6,49.1,71.5,32,44750,15.7,0.15,55.9,0
38.1,69.4,43.2,78.8,85,23823,19.3,0.15,55.3,0
35.3,68,42.7,79.4,86.9,23823,19.3,0.15,54.5,0
50.4,30.4,52.7,63.7,48,44750,15.7,0.15,54.5,0
47.4,34,49.6,73.6,28,44750,15.7,0.15,54.4,0
32.6,70.1,48.5,74.9,32.6,28251,11.5,0.15,52.9,0
30.1,67.4,48.6,72,33.5,28251,11.5,0.15,51.1,0
39.2,56.1,37.3,69.5,41.6,31861,9.3,0.15,49.4,0
40.8,58.1,41.4,63.1,43,36733,26.3,0.15,49,0
32.4,41.2,24.4,87.1,40.6,19660,15.9,0.15,47.3,0
37.9,63.2,34.7,62.9,45.9,36733,26.3,0.15,46.6,0
33.3,57.6,29.7,73.9,41.4,31861,9.3,0.15,46.4,0
36.5,62.4,34.8,60.6,41.6,36733,26.3,0.15,45.3,0
30.5,57.6,21.7,75.1,42.4,31861,9.3,0.15,43.6,0
38.9,49.6,34.8,54.8,36.9,36733,26.3,0.15,43.2,0
77.8,49.2,72.4,69.1,100,40148,8.3,0.14,72,1
81.5,54.1,67.9,64.3,99.9,40148,8.3,0.14,70.7,1
76.4,68.6,61.3,72.2,98.6,40148,8.3,0.14,70.7,1
82.3,51.7,64.1,51,99.9,40148,8.3,0.14,65.6,1
64.1,28.3,52.3,83.9,48,10410,10,0.14,65.2,1
70,53.7,61.9,63.7,100,40148,8.3,0.14,65.2,1
72.3,60.6,58.1,62.8,99.9,40148,8.3,0.14,65,1
29.6,44.1,22.6,47.5,80.2,14184,54.4,0.14,59.8,0
24.5,69.5,21,50.6,45.7,14067,26.8,0.14,59.8,0
26.7,71.7,24.8,62.8,43.1,14067,26.8,0.14,59.8,0
27.3,76.5,25.4,68.5,41.9,14067,26.8,0.14,59.8,0
22.6,69.3,19.8,51.9,41.1,14067,26.8,0.14,59.8,0
17.9,72.6,12.2,31.3,32.7,14067,26.8,0.14,59.8,0
30.9,63.1,40.4,47,41.7,30726,24.2,0.14,59.8,0
34.7,58.3,42.1,41.8,39.4,30726,24.2,0.14,59.8,0
28.9,62,37.4,47.7,38.5,30726,24.2,0.14,59.8,0
35.8,62.1,44.2,32.5,32.7,30726,24.2,0.14,59.8,0
22.7,53.6,17.4,62,34,15799,23.3,0.14,59.8,0
